OTU_ID	cardio_health_status	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae]	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae]	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae]	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae]	k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;unclassified	k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;unclassified	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Thermicanaceae]	k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae]	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae]	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae	k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae	k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae	k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;unclassified	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae
MI_001_H	Abnormal	0.0120850024	0.0005431462	0	0.0323171974	0.1010251884	0.007739833	0	0.0027157309	0.065449114	0.0094371648	0	0.0045488492	0.0002036798	0.0010862923	6.78932717767669E-05	0	0	0.0025799443	0	0.0015615453	0.0002036798	0	0	0	0.0025120511	0	0.0012899722	0.0263425894	0	0.0086903388	0.0520741395	0	0.1190169054	0	0.0002036798	0.2001493652	0.2349107203	0.0142575871	0	0.0006789327	0	0.0004752529	0.0004752529	0	0	0.0017652251	0	0.001493652	0.0137823342	0	0	0	0.056215629	0.0241021115
MI_002_H	Healthy	0.0973616786	0.0013849456	6.92472820441798E-05	0.016203864	0.0493733121	0.0102485977	0	0.002700644	0.005886019	0.0045703206	0	0.0002077418	0	0	0	0	0.0005539783	0.0002769891	0	0.0008309674	0.0010387092	0	6.92472820441798E-05	6.92472820441798E-05	0.0011772038	0.0043625788	0	0.0020081712	0	0.0578214805	0.0404404127	0.0004154837	0.1171664012	0.0029083858	0.000484731	0.1542136971	0.0172425732	0.0011079565	0	0.0153036493	0	0	0	0	0.0006232255	0.0044318261	0	0.0819195347	6.92472820441798E-05	0	0	0.0013849456	0.0364933176	0.269579669
MI_003_H	Healthy	0	0.0033456005	0.0008698561	0.206490465	0.1203747073	0.000066912	0	0.000066912	0.0066242891	0	0	0	0	0	0	0	0	0.000200736	0	0	0.000133824	0	0.0003345601	0.0015389762	0	0.000133824	0	0.1036467046	0	0	0.112612914	0	0.0495817999	0	0	0.3227166276	0.0015389762	0.0004014721	0.0003345601	0.0161927066	0	0.000200736	0.000066912	0.000133824	0	0	0	0.050050184	0.0023419204	0	0	0	0	0
MI_006_H	Abnormal	0.0741371094	0.0006807815	0	0.0810810811	0.0585472122	0.0057866431	0	0.0003403908	0.0010211723	0.0013615631	0.0002723126	0.0001361563	0.0001361563	0	0	0	0.0024508135	0.0003403908	0	0.0002723126	0	0.0019742665	0	0	0	0	0	0.0024508135	0	0.0126625366	0.0570494928	6.80781537204711E-05	0.2239771257	0	0.0117094424	0.3063516917	0.0191299612	0.007080128	0	0.0349240929	0	0.0002042345	0	0	0	0	0.0041527674	0.0010211723	0.0001361563	0	0	0.0001361563	0.065559262	0.0248485261
MI_007_H	Abnormal	0	0.0003357733	0.0001343093	0.0454637029	0.0394197838	0.0483513532	0	0.0075213216	0.1915922369	0.0065811564	0	0.0014102478	0.0007387012	0	0	0	0.0007387012	0	0	0.0012759385	0	0	6.71546571754751E-05	0	0	0	0	0.0031562689	0	0	0.009401652	0	0.1380028205	0	0.0071855483	0.2797663018	0.1448525955	0.0022832583	0	0.0538580351	0	6.71546571754751E-05	6.71546571754751E-05	0	0	0	0	0.0016788664	0.0024175677	0	0	0	0.0136323954	0
MI_008_H1	Healthy	6.72314105149926E-05	0.0016135539	0.0007395455	0.0064542154	0.128075837	0.0094123975	0	0.0005378513	0.0226569853	0.0036304962	0	0.0002689256	0.0003361571	0.002622025	0	0	0	0.010151943	0	0.0007395455	0	0.001479091	0.0006723141	0.0005378513	0.0001344628	0	0	0.0581551701	0	0.0005378513	0.0467258303	0	0.0957375286	0	0.0186903321	0.2927255614	0.0155976872	0.0053112814	6.72314105149926E-05	0.0584240957	0	0.0010757026	0.0002016942	0.0001344628	0	0.0006723141	0	0.214871588	0.0003361571	0	0	0	0	0.0006050827
MI_009_H	Abnormal	0.010636163	0.0005351529	0.0004013646	0.0206702789	0.2043614958	0.0071576694	0	0	0.0197337615	6.6894106629206E-05	0	0	0	0.0033447053	0	0	0	0.0002006823	0	0.0001337882	0	0.0006689411	0.0002675764	0	0	0	0	0.0095658572	0.0040136464	6.6894106629206E-05	0.1448257409	0	0.0354538765	0.0013378821	0	0.4857850023	0.0024750819	0.0010034116	6.6894106629206E-05	0.0151180681	0.0002006823	0.0004013646	0.0004682587	0	0	0	0	0.0049501639	0	0	0	0	0.0003344705	0.0257542311
MI_010_H	Abnormal	0.000203749	0.0010866612	0.004142896	0.0125645205	0.0706329802	0.0055012225	0	0.0006112469	0.0894458028	0.0006791633	0.0023091551	0.0002716653	0.0002716653	0.0095082858	0	0	0	0.0007470796	0	0.0003395816	0	0.0004754143	0.0010187449	0.0023770714	0	0.0012224939	0.0069953817	0.1104998642	0.0001358327	0.0007470796	0.0421081228	0	0.1295843521	0.000203749	0.0505976637	0.2842977452	0.0046183102	0.0006791633	0.0013583265	0.0259440369	0	0	0	0	0	0	0.0024449878	0.0029204021	0.0569817984	0	0	6.79163270850312E-05	0.0755229557	0.0008829123
MI_011_H	Healthy	0.0001353638	0.0089340102	6.76818950930626E-05	0.3496446701	0.0322165821	0.0152961083	0	0.0030456853	0.0006091371	0.0008798646	0	0	0.0004737733	0.0024365482	0	0	0	0.0015566836	0	0	0.0004737733	0	0.0009475465	0.0010152284	0.0096108291	6.76818950930626E-05	0	0.1321827411	0	0.0005414552	0.0383756345	0.0002030457	0.0718781726	0	0.0140101523	0.1139763113	0.0026395939	0.0016920474	0.0007445008	0.0026395939	6.76818950930626E-05	0.0004060914	0.0002030457	0	0	0.0011505922	0	0.1122165821	0.0010152284	0.0002030457	0	0	0.0718104907	0.0066328257
MI_012_H	Abnormal	0	0.0019396696	0	0.0022740954	0.0246806234	0.0051501572	0	6.68851581833991E-05	0.0126412949	0.0022072102	0.0002675406	0.0003344258	6.68851581833991E-05	0	0	0	6.68851581833991E-05	6.68851581833991E-05	0	0	0	6.68851581833991E-05	0.0013377032	0.0014714735	0.0001337703	0	0	0.0189284998	0.0017390141	6.68851581833991E-05	0.0171894857	0	0.0521035382	0	0	0.8032238646	0.0132432613	0.0010032774	0	0.0020065547	0.0003344258	0.0041468798	0	0	0	0	0	0.0030767173	0.0104340847	0	0	0	0.0078255635	0.0119055582
MI_013_H	Abnormal	0.068566708	0.0014456836	0.0019964202	0.0079168388	0.0708384965	0.0253338841	0	0.0013079994	0.0934875396	0.0001376842	0.0114966267	6.88420762770205E-05	0.0003442104	0.0092248382	0	0.0110147322	0	0.0090871541	0	0	0	0.0022717885	0.0004130525	0.0010326311	0.0002753683	0.004543577	0	0.0408233512	0	0.0165220983	0.0061269448	0.0002753683	0.0989949057	6.88420762770205E-05	0.0722841801	0.2145119097	0.0290513562	0.000894947	6.88420762770205E-05	0.0238882005	6.88420762770205E-05	6.88420762770205E-05	0	0	0	0.001789894	0.004474735	0.0578961861	0.0015145257	0	0	6.88420762770205E-05	0.0391711414	0.0706319703
MI_014_H	Abnormal	0.0003368364	0.002357855	0.0002694691	0.0006063056	0.0582727028	0.0140123956	0	0.0002021019	0.0151576395	0.0043788736	0	0	0.000471571	0	0.0015494476	0	0	6.7367286445702E-05	0	0.0010105093	0	0.0022231205	0.0018189167	0.0002021019	0	0.0008084074	0	0.0388709243	0.0039073026	0.0025599569	0.0961331178	0.0001347346	0.1967124764	0	0.0141471302	0.3887092428	0.0055241175	0.0026946915	0.0026946915	0.0043115063	0	0.0002694691	0.0008757747	6.7367286445702E-05	0	0.0012799784	0.0001347346	0.0635947184	0.0004042037	0	0	0	0.0273511183	0.0458771221
MI_015_H	Healthy	0.0729755179	0.0001345171	6.7258541834813E-05	0.1877858488	0.1268496099	0.0171509282	0	0.0015469465	0.0372612322	6.7258541834813E-05	0.0001345171	0.0001345171	0.0004035513	0.0070621469	0	0	0	0	0	0.0009416196	0	0.0031611515	0	0	0.0004035513	0	0	0.001614205	0	0.0032956685	0.0087436104	0	0.0769437719	0.0051789077	0	0.3159806295	0.0379338176	0.0067258542	6.7258541834813E-05	0.0823244552	0	0.0001345171	0	0	0	0	0.0006053269	0.0009416196	6.7258541834813E-05	0	0	0	0.0032956685	6.7258541834813E-05
MI_016_H	Healthy	0.0002021563	0.0016172507	0	0.3320754717	0.2200808625	0.0264824798	0	0.0020215633	0.0039083558	0.0122641509	0.0001347709	0.0014150943	0	0.0031671159	0	0	0	0.0035040431	0	0	0.0037061995	0	6.73854447439353E-05	0.0003369272	0.0014150943	0.0055256065	0	0.0444070081	0	0.002425876	0.0007412399	0	0.0493261456	0	0.0025606469	0.2021563342	0.0041778976	0.0010107817	0.0004716981	0.0099730458	0	6.73854447439353E-05	0	0	0	0.0002695418	0.0045148248	0.040296496	0	0.0002021563	0	0	0	0.0194743935
MI_017_H	Abnormal	0.0005382856	0.0004037142	0.0009419997	0.1463463868	0.0757636926	0.0074014265	0	0.0017494281	0.104158256	0.0032297134	6.728569506123E-05	0.0009419997	0.0001345714	0.0017494281	0	0	0	0	0	0	6.728569506123E-05	0.0043062845	0.0004037142	0.0002018571	0	0	0	0.0178307092	0	0.0002691428	0.0252321356	0	0.1068496838	0	0.0028932849	0.4393755887	0.0156775669	0.0027587135	0.0014129996	0.0032297134	6.728569506123E-05	0.0001345714	6.728569506123E-05	0	0	6.728569506123E-05	0	0.0019512852	0.000672857	0.0001345714	0	0	0.0002691428	0.0327008478
MI_018_H	Healthy	0.0011423196	0.0016798817	0.0026206155	0.0008063432	0.0557048784	0.023451149	0	0.000739148	0.1220938046	0.0006047574	0.002755006	0	0.0004703669	0.0134390539	0	0.0001343905	0.003494154	0.0012095149	0	0.0003359763	0	0.0013439054	0.0001343905	0.0006719527	0.0003359763	0	0	0.0069211128	0	0.0002687811	0.0009407338	0	0.158849617	6.71952694530305E-05	0.0073242844	0.2242978094	0.0996505846	0.0008063432	0.0008735385	0.0502620616	0.0049052547	0.0001343905	0.0001343905	0	0	0.0002015858	0.0004703669	0.1224969762	0.0692111275	0	0.0023518344	0	0.0165972316	6.71952694530305E-05
MI_019_H	Abnormal	0.0472216568	0.0125517335	0.0008820137	0.0140443721	0.0494606147	0.0042065269	0.0001356944	0.0007463193	0.0095664563	0.0029174299	0.0004070832	6.78472080873872E-05	0.0002713888	0.0008141665	0	0	0.0008141665	0.0006784721	0	0.0004749305	6.78472080873872E-05	0.001628333	0.0002713888	0.001628333	0.0002035416	0.0002713888	0.0001356944	0.0216432594	0	0.0006106249	0.2070696791	0	0.0744962345	0	0.0411832553	0.2809552887	0.0397584639	0.0017640274	0.0013569442	0.0170974964	6.78472080873872E-05	0.0002713888	0.0001356944	0	0	0	0	0.0868444264	0.0018318746	0	0	0	0.0306669381	0.0447791573
MI_020_H	Abnormal	0.0008105917	0.0010132397	0	0.0008105917	0.0054714942	0.0586328019	0	0.0074304242	0.0003377466	0.0135774115	0.0010132397	0.0058092407	0.0014185355	0	0	0	0	0.000878141	0	0.00195893	0.0004728452	0	6.75493109970278E-05	0.0002026479	0.0009456904	6.75493109970278E-05	0	0.0049310997	0.006957579	0.0007430424	0.085787625	0.0002701972	0.1485409349	0	0.0222237233	0.5568089705	0.0029046204	0.0006079438	6.75493109970278E-05	0.0117535801	0.0002026479	0.0002026479	0.0003377466	0	0	0.0012834369	0	0.011956228	0.0002701972	6.75493109970278E-05	0	6.75493109970278E-05	0.0412050797	0.0018913807
MI_021_H	Healthy	0.0495735977	0.0002773348	0.0001386674	0.0334881786	0.0566456354	0.0109547251	0	0.0002080011	0.0495735977	0.0005546696	0.0004160022	0	0.0004160022	0.0239201276	0	0	0.0002080011	0.001178673	0	0.0002080011	0	0.0061013659	0	0	0.0009706718	6.93337031130833E-05	0	0.0004853359	0	0.0215627817	0.0099147195	0.0006240033	0.1410940858	0	0.0624003328	0.2134091382	0.060250988	0.0028426818	6.93337031130833E-05	0.0191361021	0	0	0.0001386674	0	0.0008320044	0.0004853359	0	0.0024266796	6.93337031130833E-05	0	0	0	0.1837343132	0.0456215766
MI_022_H	Healthy	0.1409045226	6.70016750418761E-05	0	0.0004690117	0.0015410385	0.0015410385	0	0.0004690117	0.0001340034	6.70016750418761E-05	0	0	6.70016750418761E-05	0.0001340034	0	0	0	0.0003350084	0	0.0002680067	6.70016750418761E-05	0.0008040201	0	0	0.0003350084	0	0	0.0001340034	0	0.0010050251	0.0396649916	0	0.0016080402	0	6.70016750418761E-05	0.0091792295	0.000201005	0.0021440536	0.0004690117	0.000201005	0	6.70016750418761E-05	6.70016750418761E-05	0	0	0	0	0.0001340034	0	0	0	0	0	0.7978559464
MI_023_H	Abnormal	0.000402037	0.0099839185	0.0028142589	0.0034843206	0.031358885	0.0087108014	0	0.0009380863	0.0143393192	0.0002010185	0	0	0	0.0002010185	0	0	0.0001340123	6.70061645671402E-05	0	0	6.70061645671402E-05	0.0005360493	0.0004690432	0.0038863575	0.0008710801	0	0	0.5920664701	0	0	0.0058965425	0	0.0568212276	0	0.0002010185	0.0573572769	0.0031492897	0.0016081479	0	0.0002010185	0	0.0006030555	0	0	0	0.0001340123	0	0.0034843206	0.0005360493	0	0	0	0.0002010185	0.1992763334
MI_024_H	Abnormal	0	0.0012136741	0	0.0127435776	0.1353246578	0.0040455802	6.74263367271256E-05	0.0018205111	0.0768660239	0.0026296271	6.74263367271256E-05	0.0001348527	0.0006742634	0.0002697053	0	0	0.065875531	6.74263367271256E-05	0	0	0	0.0004719844	0.0005394107	0	6.74263367271256E-05	0	6.74263367271256E-05	0.0045175646	0.000404558	0.0027644798	0.0280493561	0	0.0863731373	0	0.0710673589	0.410896096	0.0072820444	0.0050569753	0.0003371317	0.0554244488	0	0.0003371317	0.0001348527	0	0.0001348527	0.0012136741	0	0.0003371317	0.0002697053	0	0	0	0.0136875464	0.0087654238
MI_025_H	Abnormal	0	0.0007403917	0	0.0561351551	0.0212021269	0.0631352225	0	0.0018173252	0.0009423168	0.0133270512	0.0001346167	0.0018173252	0.0008750084	0.0002692334	0	0	0.0059231339	6.73083395032645E-05	0	0	0	0	0.0001346167	0	6.73083395032645E-05	0	0	0.0043077337	0	0.0014807835	0.0110385677	0	0.0492697045	0	0.0030961836	0.3238204214	0.0407888537	0.0004711584	0	0.0014134751	0	0.000201925	0	0	6.73083395032645E-05	6.73083395032645E-05	0	0.0122501178	0	0	0	0	0.0107693343	0.3743689843
MI_026_H	Abnormal	0.0003344929	0.0022745518	0.0002675943	0.0001337972	0.0163232539	0.0161225582	0.0001337972	0.0002006957	0.0033449291	6.68985817500669E-05	0	6.68985817500669E-05	0	0.0005351887	0	6.68985817500669E-05	0	0.0002675943	6.68985817500669E-05	0.0004013915	0	0	0.0003344929	0.0001337972	0	0	0	0.0115734546	0	6.68985817500669E-05	0.0161225582	0	0.032312015	0	0.0002675943	0.8827936848	0.0002675943	0.0017393631	0.0002006957	0.0015386674	0	0	6.68985817500669E-05	0	0	0.0001337972	0.0002006957	0.0101685844	0.0004013915	0	0	0	0.0002006957	0.0008696816
MI_027_H	Abnormal	0.0014121444	0.004976128	0.0027570439	0.0547374084	0.1262860601	0	0	0	0.1785354045	0	0.000067245	0	0	0.0057158227	0.0001344899	0	0	0.0005379598	0	0	0	0.0001344899	0.0012104095	0.0073969471	0.0074641921	0.0057158227	0.0004707148	0.2357608769	0	0	0.0002017349	0	0.1305224934	0.0010086746	0.0187613476	0.073364266	0.0492905655	0.0028242889	0.0001344899	0.0484836258	0	0	0	0	0	0.0006052048	0	0.0345639163	0.0066572524	0	0	0	0.0002689799	0
MI_028_H	Healthy	7.00133025274802E-05	0.0044108381	0.0005601064	0.0116222082	0.0204438843	0.0149128334	0	0.0005601064	0.0040607715	0.0123923545	0	0.0009101729	0.0010501995	0.0025904922	0	0	0	0.0002800532	0	0	0.0003500665	0.0018903592	0.0012602394	0.0005601064	0.0074914234	0	0	0.0253448155	0.0045508647	0.0035706784	0.0435482742	0	0.1576699573	0	0.0726037947	0.3707904502	0.0068613036	0.0024504656	7.00133025274802E-05	0.0035706784	0.0004200798	0.0004900931	0.0001400266	0.0002100399	0	0.0014702794	0	0.0025204789	0.0021704124	0.000700133	0	0	0.0298256669	0.185605265
MI_029_H	Abnormal	0.0385584849	0.0022481095	0.0018393624	0.0339260168	0.2171810069	0.0166223857	0	0.0006131208	0.0758907283	0.0006812453	0.0006131208	6.81245316438449E-05	6.81245316438449E-05	0.0044280946	0.0019756114	0	0	0.0012262416	0	0.0001362491	0.0002043736	0.0006812453	0	0.0001362491	0.0002724981	0	0	0.0329722733	0.0002724981	0.0082430683	0.0292935486	0	0.0687376524	0.0001362491	0.0001362491	0.1880918319	0.0247973295	0.0033381021	0.0006131208	0.0923768649	0	6.81245316438449E-05	0.0001362491	0	0.0054499625	0.0014987397	0.0160773895	0.0335853941	0.0001362491	0	0	0	0.0947612235	0.0019074869
MI_030_H	Abnormal	0.0020099156	0.0012059494	0.0004689803	0.0002679887	0.0150073697	0.0038858368	0	6.6997186118183E-05	0.0022779043	0.0006029747	0	0	0.0004019831	0.0003349859	0	0	0	0.0035508509	0	0.0006029747	0.0006699719	0	0.0004689803	0.0002679887	0	0	0	0.0072356961	6.6997186118183E-05	0.0001339944	0.1345973469	0	0.019094198	0	6.6997186118183E-05	0.3183706284	0.0795256599	0.0015409353	0.0075036848	0.0034168565	6.6997186118183E-05	0.0002009916	0	0	0	0.001071955	0	0.3576979767	0.021238108	0	0	0.0002009916	0.0032158649	0.0126624682
MI_031_H	Abnormal	0.0005413452	0.0070374882	0.0002030045	0.002165381	0.1156448775	0.0005413452	0	0	0.1121938016	0.0016240357	6.76681553660847E-05	0	0	0.0050074435	0.0001353363	0.0001353363	0.0009473542	0.0009473542	6.76681553660847E-05	0.0022330491	0	0.0023007173	6.76681553660847E-05	6.76681553660847E-05	0.0079171742	0.0007443497	0	0.0444579781	0	0.0037217485	0.0404655569	0	0.0786980647	0.0050751117	0.0011503586	0.2380565706	0.0050074435	0.0062931384	0	0.0785627284	0	0.0002030045	0	0	0	6.76681553660847E-05	0	0.1682230342	0.0025037217	0	0.0553525511	0	0.0115712546	0
MI_032_H	Healthy	0	0.0007434442	0	0.0353473912	0.0878615842	0.0086509868	0	0.0014868883	0.0002027575	0.0019599892	0.0004731008	0	0.0002027575	0.0002703433	0	0	0	0.0031089484	0	0	0	0	0.000405515	0	0.0002027575	0	0	0.0144633685	0.0002703433	0.0038523925	0.0244660719	0	0.0352798054	0	0	0.2954852663	0.0008786158	0.0016896459	0	0.0006758583	0	0.0005406867	6.75858340091917E-05	0	6.75858340091917E-05	0.0001351717	0	0.0362935929	0	0	0	0	0	0.4449175453
MI_033_H	Healthy	0	0.000545405	0.0003408781	6.81756203981456E-05	0.1880283611	0.2990864467	0	0.033951459	0.0016362149	0.0042268885	0.0002727025	0	0.0006135806	0.028906463	0	0	0	0.0023179711	0	0	0.0003408781	0	0.0006135806	0.0007499318	0.0057267521	0	0.0002045269	0.0137032997	0.0001363512	0.0015680393	0.0264521407	0	0.0596536678	0	0	0.1501908917	0.0044314153	0.0038178347	0.0008181074	0.0013635124	0	0	6.81756203981456E-05	0	0	0	0	0.1069675484	0.0002045269	0	0	0.0006817562	0	0.062312517
MI_034_H	Healthy	0.0001349164	0.0006745818	0.0001349164	0.0914058284	0.0273880194	0.0005396654	0	0.0001349164	0.0764301133	0.0004722072	0.0001349164	0	0	0.0016864544	0	0	0.0132218025	0.0006745818	0	0.0017539126	0	0.0001349164	0.0001349164	0.0001349164	0	0.0002023745	0	0.0080275229	0	0.0016864544	0.0223286562	6.74581759309228E-05	0.1297220723	0	0.0992309768	0.2987722612	0.0232056125	0.0048569887	0.0007420399	0.0097814355	0	0	0.0004722072	0	0.0001349164	0.0008769563	0	0.0130868861	0.0006071236	0	0	0	0.1691176471	0.0018888289
MI_035_H	Abnormal	0.0031152648	0.0012867398	0.0005417852	0.0079236083	0.0560070432	0.0179466342	0	0.0014899093	0.4097927672	0.0010835704	0.0077204388	0	6.77231477719084E-05	0.0207232832	0	0	0	0	0	0	0	0.0011512935	0.0003386157	0	0	0.0001354463	0.0002708926	0.0084653935	0	0.0062305296	0.0149668157	0	0.0481511581	0.0006095083	0.0601381552	0.1931464174	0.0748340783	0.0014899093	0.0055532981	0.023364486	0	6.77231477719084E-05	0.0001354463	0	0.000474062	0.0016930787	0.0133414601	0.0014899093	0.0115806583	0	0	0	0.0046728972	0
MI_036_H	Abnormal	0.0049835006	0.0036366085	0.0037712977	0.0477473231	0.0201360361	0.0028958179	0	0.0007407906	0.0319213415	0.0067344602	0.0009428244	0.0008754798	0.0006061014	0.0008754798	0	0	0	0.000336723	0	0.0006061014	0.0001346892	0.0038386423	0.0005387568	0.0029631625	0.0068018048	0.0002020338	0.0268031517	0.1317260422	0.0001346892	0.0035692639	0.0305071049	0.0001346892	0.0581183918	0	0.0319213415	0.2158394505	0.028958179	0.0018183043	0.0004040676	0.0019529935	0	0	0	0	0.0001346892	0.0011448582	0	0.0130648529	0.0021550273	0	0	6.73446023301232E-05	0.1396053606	0.1706512223
MI_037_H	Healthy	0.2585999859	0.0006357279	0	0.0007770008	0.1412022321	0.0074168256	0.0004238186	0.0007063643	0.0042381861	0.0022603659	0.0108073744	0	0.0001412729	0.0036024581	0	0.0001412729	0.0093946458	0	7.06364342727979E-05	0.0021897295	0.0100303737	0.0001412729	0	0	0	0.0002825457	0	0.002119093	0	0.0288196652	0.0196369287	0.0014127287	0.0608179699	0	0.1093452003	0.258458713	0.0461255916	0.0021897295	0.0034611853	0.0044500954	0.0006357279	0	0	0	0.0006357279	7.06364342727979E-05	0	0.0006357279	0.0002119093	0	0	0.0002825457	0.0049445504	0.0026841845
MI_038_H	Abnormal	0.2241011892	0.0021997663	0.0004811989	0.0360899154	0.1388602461	0.0012373685	0	0.0002062281	0.0293531312	0.0014435966	6.87426960885406E-05	0	0.0001374854	0.0142297381	0	0	0	0.0131985976	0.0010311404	0.007011755	0	0.010173919	0.0002062281	0.0004124562	0.0001374854	0.0004811989	0.0003437135	0.0026809651	0	0.0162232763	0.0485323434	0.0004811989	0.0654430467	0.013336083	0	0.2793015742	0.0053619303	0.0152608785	0.0001374854	0.0655805321	0.0001374854	0.0006186843	0	0	0	0	0.0028871932	0.0021997663	0.0002062281	0	0	0	6.87426960885406E-05	0.0001374854
MI_039_H	Abnormal	0.0003365417	0.0043077337	0.0010769334	0.0129905095	0.2170020866	0.0008750084	0	0	0.0052500505	6.73083395032645E-05	0	0	0.0001346167	0.0004711584	0	0	0.000201925	0.0030288753	0	0.0002692334	0	0	0.0006730834	0.0009423168	0.0018173252	0.0170290099	0	0.0125866595	0.0037019587	0.0013461668	0.0261829441	0	0.2095981692	0.003163492	0.0001346167	0.1680689237	0.0134616679	0.0016154001	0.0016154001	0.1117991519	0	0	0.000201925	0	0	0	0	0.1611361648	0.0004711584	0	0	0	0.0066635256	0.0117789594
