OTU_ID	cardio_health_status	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae]	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae]	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae]	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae]	k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;unclassified	k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;unclassified	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Thermicanaceae]	k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae]	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae]	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae	k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae	k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae	k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;unclassified	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae
MI_330_H	Abnormal	0.0092592593	0.0001341922	0	0.0089237789	0.084742351	0.0043612453	0	0.0014761138	0.1396269458	0.0011406334	0.0195920558	0.0006709608	0.0002012882	0.0113392378	0	0	0.0003354804	0	0	0.0004696726	0	0.001677402	0	0	0.0003354804	0.0010064412	0	0.0002012882	0	0.0034889962	0.0018786903	0	0.0110708535	0	6.70960815888352E-05	0.0768921095	0.3458803006	0.0003354804	0	0	0	0.0003354804	0	0	6.70960815888352E-05	0.0005367687	0.0039586688	0.018921095	0.0001341922	0	0	0	0.0004696726	0.2504696726
MI_331_H	Healthy	0.033363328	6.92185228767218E-05	0	0.0353014467	0.0311483353	0.0032532706	0.0908839205	0	0.0048452966	0.0017304631	0.0757942826	0.0008306223	0.0019381186	0.0018689001	0	0.0074063819	0.0043607669	0.000138437	0	0.0035301447	6.92185228767218E-05	0.0117671489	0	0	0.0010382778	0.0009690593	0	0.0003460926	0	0.0242957015	0.0228421125	0.0017304631	0.0897072056	0	0.0037378002	0.3051844674	0.0381394061	0.0122516785	0	0.0245725756	0	6.92185228767218E-05	6.92185228767218E-05	0	0	0.0007614038	0	0.0074756005	0	0	0	0.0004845297	0.0101751229	0.1478507649
MI_332_H	Abnormal	0	0	0	0.0002071394	0.0143616654	0.0017261617	0.0005523717	0.0005523717	0.1403024235	0.0002761859	0.0269281226	0	0.0004142788	0.0017261617	0.0008285576	0.0005523717	0.0092522267	0.0008285576	0.0002071394	0.0035213699	0	0.0004142788	0	0	0	0	6.90464682731478E-05	0.0008976041	0.0001380929	0.00117379	0.0143616654	0	0.1994062004	6.90464682731478E-05	0.0031070911	0.3574535663	0.0716702341	0.0007595112	6.90464682731478E-05	0.0069736933	0.0004833253	0.0002761859	0.0001380929	0.0001380929	0.0002071394	0.0064213215	0.0131878754	0.0888628047	6.90464682731478E-05	6.90464682731478E-05	0	0	0.0270662156	0.004280881
MI_333_H	Abnormal	0	6.78058041768375E-05	0.0007458638	0.0005424464	0.0092215894	0.0069839978	0.0178329265	0.0023732031	0.2359641985	0.0126118796	0.000339029	0	0	0.0061025224	0	0	0	0	0	0	0	0	0	0.0005424464	0	6.78058041768375E-05	0	0.0040683483	0	6.78058041768375E-05	0.0118660157	0	0.0377678329	0	0	0.039123949	0.1153376729	0.0006102522	0	6.78058041768375E-05	0.0002034174	0.0018307567	0.000678058	0	0.0017629509	0.0085435313	0	0.4823704909	0.0001356116	0	0	0	0	0.0021697857
MI_334_H	Healthy	0.0047885614	0	0.0001348891	0.0398597154	0.0211775814	0.0232683618	0.0033722263	0.0034396709	0.3335131854	0.0005395562	0.0148377959	0.0002023336	0.0002697781	0.0103864571	0	0	0.0146354623	0.0002697781	0	0.0012140015	0	0.0005395562	0	0.0001348891	0.0056653403	0.0003372226	0.0004046672	0.0055978957	0	0.0050583395	0.0113306805	0	0.1115532475	0.0002023336	0.0006744453	0.183179335	0.1058879072	0.0008767788	6.7444526876644E-05	0.0053281176	0	0	0	0	0.0001348891	0.0054630067	0	0.0418830512	6.7444526876644E-05	0	0	0.0003372226	0.0044513388	0.038915492
MI_335_H	Healthy	0	0	0	0.0094054417	0.0102116224	0.0204904266	0	0.0002687269	0.0011420894	0.002955996	0	0.0026200873	0.0006046355	0	0	0	0	0	0	0.0018810883	0	0.0010077259	0	0	0.0360094054	0	0	0.0005374538	0	0.0147127981	0.0165938865	0	0.0839771582	0	0.0006718173	0.1416862613	0.1376553577	0.0001343635	6.71817265703729E-05	0.0024185422	0.0001343635	0.0003359086	0.0002015452	0	0	0.000738999	0	0.0245213302	0.0002015452	6.71817265703729E-05	0	6.71817265703729E-05	0	0.4886798791
MI_336_H	Abnormal	0	0	0	0.0893231456	0.0099398201	0.005003719	0	0.0008114139	0.1054838055	0.0097369667	0.0020961525	0.008452228	0.0005409426	0	0	0	0	0.0014199743	0	0.0004057069	0	0	6.76178240584218E-05	0.0004057069	0.0021637704	0.0043951586	0	0.0494286294	0	0.0010142674	0.121847319	0	0.1036581243	6.76178240584218E-05	0.0031780377	0.2491040638	0.0019609169	0.0018932991	0	0.0223814998	0	0.0080465211	0.0002028535	0	0	0.0005409426	0	0.0152816282	0.1222530259	0	0	0	0.0480086551	0.0108864697
MI_337_H	Abnormal	0.0099124966	0.0003418102	0.0002050861	0.0919469511	0.2148619087	0.0041017227	0	0.0008887066	0.0164068909	0.0019141373	0.0036915505	0.0006152584	0.001503965	0.0116899098	0	0	0.0006836205	0.0002050861	0	0.0004101723	0.0002734482	0.0008203445	0	0.000068362	0.000068362	0.000068362	0	0.0013672409	0	0.0019141373	0.0304211102	0.0007519825	0.0846322122	0.0019141373	0.0200300793	0.1847142467	0.0099124966	0.0012988789	0	0.0278917145	0	0.0003418102	0	0.0002734482	0.0002050861	0.0004101723	0	0.0672682527	0.0004785343	0	0	0.0001367241	0.0178424938	0.1875170905
MI_338_H	Abnormal	0.055382321	0	6.77874186550976E-05	0.0124050976	0.0235222343	0.00420282	0	0.0004745119	0.1693329718	0.0018980477	6.77874186550976E-05	0.0027114967	0.0010845987	0.008744577	0	0	0	6.77874186550976E-05	0.0002033623	0.0013557484	0	0.0043383948	6.77874186550976E-05	6.77874186550976E-05	0	0.0001355748	6.77874186550976E-05	0.018777115	0	0.0237255965	0.0294197397	0	0.0972071584	6.77874186550976E-05	0.0020336226	0.1862798265	0.0587039046	0.0014913232	0	0.0300298265	0	0.0006778742	0	0	0.0002711497	0.0003389371	0	0.2367136659	0.0138286334	0	0	0	0.0132185466	0.0010168113
MI_339_H	Healthy	0.000537779	0	0.0002016671	0.0028233396	0.0067222372	0.0007394461	0	0.0001344447	0.6101774671	0.0116966927	0.0006722237	0	0.0009411132	0.0107555795	0	0	0.01048669	0.0003361119	0	0	0	0.0026888949	0	6.72223716052702E-05	0.005243345	0.0018822264	0	0.0004705566	0	0.0012772251	0.0158644797	0	0.1425114278	0	0.0010083356	0.1253025007	0.008133907	0.0009411132	6.72223716052702E-05	0.0135116967	0.0002016671	0	0	0	0	0.0003361119	0.0022183383	0.0019494488	0.0057139016	0	0	0	0.0129739177	0.0014116698
MI_340_H	Healthy	0.0154320988	0.0005486968	0.0002743484	0.0009602195	0.0107681756	0.0083676269	0	0.0010288066	0.020781893	0.0040466392	0.0004115226	0.0008916324	0.0008230453	0.001303155	0	0	0.1198902606	6.85871056241427E-05	0	0.0021262003	0.0007544582	0.0004801097	0.0002057613	6.85871056241427E-05	0.0068587106	0	0	0.0062414266	0	0.00260631	0.0085048011	0.0001371742	0.2887517147	0.0037037037	0.0008916324	0.0745541838	0.0102194787	0.0007544582	0.0002057613	0.009122085	0.0008230453	0.0017146776	0.0002743484	6.85871056241427E-05	0.0004115226	0.0028120713	0	0.0024005487	0.0005486968	0	0	0.0001371742	0.0272290809	0.3617969822
MI_341_H	Abnormal	0.0004053506	0.0004053506	0	0.0039183894	0.006012701	0.0047290907	0	0.0002026753	0.0075665451	0.0023645453	0.0002026753	0	0	6.75584380489123E-05	0	0	0.0002026753	0.0157411161	0	0	0.0006080259	0	0	0	0	6.75584380489123E-05	0	0.0022969869	0	0.00216187	0.0139170382	0	0.140183759	0	0.0007431428	0.1776786921	0.1756519389	0.0002702338	0	0.001080935	0.0004053506	0.001688961	0.0002702338	0	0	0.0002026753	0	0.0008782597	0.0002026753	0	0	0	0.0014862856	0.4383867045
MI_342_H	Healthy	0.0027721433	0.0007437458	0	0.0099391481	0.0336713996	0.0295469912	0	0.0028397566	0.0775524003	0.0132521974	6.76132521974307E-05	0.0066260987	0.0017579446	0.0024340771	0	0	0.0025693036	0.0065584855	0.0002028398	0.0026369168	0	0.0008789723	0	0.0001352265	0.0029073698	6.76132521974307E-05	0	0.0074374577	0.0009465855	0.0025693036	0.0387423935	0.000811359	0.1772819473	0.000270453	0.0037863421	0.1370520622	0.0041244084	0.001081812	0	0.0104800541	0.0011494253	0	0	0.0008789723	0.0007437458	0.0361054767	0	0.2263691684	0.0058823529	0.0006085193	0	0	0.0026369168	0.1438810007
MI_343_H	Abnormal	0.0667970933	0.0001397429	0	0.0093627725	0.0301844606	0.0037730576	0	0.0004192286	0.076509223	6.98714365567356E-05	0.0582029067	0	0.0002096143	0.0190050307	6.98714365567356E-05	0.0029346003	0.0002096143	0.0101313583	0	0.0041922862	0	0.006078815	0	0	0	0.0041922862	0	0.0004891001	0	0.007685858	0.1037590833	0	0.1470095025	0.0041922862	0.0002096143	0.2402878703	0.0058692007	0.0020961431	0	0.10019564	6.98714365567356E-05	0.0006987144	0	0	0.0003493572	6.98714365567356E-05	0.0014673002	0.0292062605	0.0002096143	0.0002096143	0	0	0.063373393	6.98714365567356E-05
MI_344_H	Abnormal	0	0.0004742869	0.0007453079	0.0012195948	0.0117216614	0.0039298055	0	0.0004742869	0.0126702351	0.0014906159	0.0016261264	0.0001355105	0.0002032658	0.0010840843	0	0	0.0027102107	0.0027102107	0	0.0012873501	0	0	0.0004065316	0.0002032658	0.0002710211	0	0	0.0061657294	0.0040653161	0.0008808185	0.0056236872	0	0.0368588658	0.0001355105	0.0104343113	0.067755268	0.0155837116	0.0002032658	0	0.0021004133	0.0004742869	0.0004742869	0	0	0	0.0008130632	0.0014228606	0.5730740565	0.2095670438	0.0002710211	0	0	0.0206653567	6.77552679720848E-05
MI_345_H	Healthy	0.0001348618	0.0035064059	0.0007417397	0.0005394471	0.0231962239	0.0008766015	0.0004720162	6.74308833445718E-05	0.2864463924	0.0004720162	6.74308833445718E-05	6.74308833445718E-05	0	0.0001348618	0	0	0	0.0018880647	0	0	0	0.0001348618	0.0031018206	0.0003371544	0.0094403237	0.0001348618	0.0013486177	0.0488873904	6.74308833445718E-05	0.0001348618	0.0912339852	0	0.0558327714	0.0002697235	0	0.0550236008	0.0021577883	0.0023600809	0.0002022927	0.0807821982	0.0001348618	0.0012811868	0.0004045853	0	0	0.0001348618	0	0.3263654754	0.0012137559	0.0001348618	0	0	0.0001348618	0.0001348618
MI_346_H	Healthy	0.0030889621	0	6.86436024162548E-05	0.0008923668	0.0139346513	0.0014415157	0	0	0.7365458539	0.0002745744	0.0076880835	0	0.0001372872	0.0014415157	0.000686436	0	0.0020593081	0.0045304778	0	0.0002059308	0	6.86436024162548E-05	6.86436024162548E-05	0.0002059308	0.0012355848	6.86436024162548E-05	0	0.0009610104	6.86436024162548E-05	0.0004805052	0.0142778693	0	0.04420648	6.86436024162548E-05	0.0007550796	0.069055464	0.0122872048	0.0014415157	0.0001372872	0.0086490939	0	0.0012355848	0.0001372872	0	0	0.004667765	0.0359006041	0.0290362438	0.000343218	6.86436024162548E-05	0.0002745744	0	0.0007550796	0.0005491488
MI_347_H	Abnormal	0.0020337604	0.000067792	0	0.0165412514	0.0189139719	0.0153887872	0	0.0010168802	0.0006101281	0.0022371365	0	0.0004067521	0.0002711681	0.0023049285	0.0079316656	0	0.0058979052	0.000203376	0	0	0.000067792	0	0.0014914243	0.000067792	0.0004745441	0.0003389601	0	0.0027116806	0	0.0006101281	0.0801301607	0.000135584	0.1378889567	0	0.0012880483	0.4031591079	0.0439292251	0.0020337604	0.0005423361	0.0200664362	0.0016270083	0.0023727205	0.0014236323	0	0.0005423361	0.0037285608	0	0.2008677378	0.000067792	0	0	0.0003389601	0	0.0202698122
MI_348_H	Abnormal	7.0298769771529E-05	0.0008435852	0.0001405975	0.0069595782	0.0196133568	0.009771529	0	0.0005623902	0.0889279438	0.0023198594	0.0014762742	0.0011247803	0.0023198594	0.0002811951	0	0	0	7.0298769771529E-05	0	0.0011950791	0	0.0014762742	7.0298769771529E-05	0	0.0002811951	0.0006326889	7.0298769771529E-05	0.0117398946	0.0001405975	0.005483304	0.012513181	0.0004920914	0.2278383128	0	0.0060456942	0.3276625659	0.0146221441	0.0033040422	7.0298769771529E-05	0.0142706503	0.0004920914	0.0026713533	0	0	0	0.0182776801	0	0.0430228471	0.0003514938	0	0	0	0.0086467487	0.1641476274
MI_349_H	Abnormal	0.0041841004	0.0006173263	0.0005487345	0.0160504836	0.0104259551	0.0100144043	0	0.0032238151	0.0181768297	0.0032238151	0	0.0004801427	0.0006859181	0.0026064888	0	0	0.0089855271	0.0042526922	0	0.0037039577	0	0.0002057754	0.0002057754	0.0004115509	0	0	0	0.0061046711	0	0.0017833871	0.0078880582	0	0.3115440016	0	0.0063790383	0.2877426435	0.088140476	0.0045270595	0.0004115509	0.0020577543	0.0009602853	0.0013718362	0.0026064888	0	0.0002057754	0.0035667741	0	0.0264078469	0.0008231017	0.0004801427	0	0	0.1507647987	0.0082310172
MI_350_H	Healthy	0.0011206051	0.0004202269	0.000770416	0.0071438577	0.0983330999	0.0006303404	0	0.0011906429	0.0413923519	0.0002801513	0.0002101135	0	7.00378204230284E-05	0.0028715506	0	0	0.0011906429	0.0113461269	7.00378204230284E-05	0.0004202269	0	0.0005603026	0.0007003782	0.0002101135	7.00378204230284E-05	7.00378204230284E-05	0.0005603026	0.0142176775	0.0107157865	0.001961059	0.1215856563	0	0.0428631461	0	0.0063034038	0.170051828	0.0201008545	0.0051127609	0.0001400756	0.0575010506	0.0003501891	0.0021711724	0.0033618154	0	0	0.0002801513	7.00378204230284E-05	0.1271886819	0.0021711724	0.0001400756	0.0687771397	0	0.128309287	0.0469953775
MI_351_H	Healthy	0	0.0002676122	0	0.0009366428	0.0106375861	0.0020739948	0	0.0005352245	0.8457884525	0.0005352245	0	0.0012711581	0.0009366428	0.0008697397	0	0	0	0.0005352245	0	0	0	0	0.0001338061	0	0	0	0	0.0021408978	0.0002676122	0.0002676122	0.0440891149	0	0.0264267077	0	0	0.0414129926	0.0004014183	0.0006021275	0	0.0010704489	0.0003345153	0.0003345153	0	0.0006690306	0	0.0004683214	0	0.0112397137	0.0002007092	0.0001338061	0	0	0	0.0054191477
MI_352_H	Abnormal	0.0002013693	0.0004027386	0.0001342462	0.0015438314	0.0283930729	0.0016780776	0	0.0008054772	0.3166196805	0.0002013693	0	0	0.0001342462	0.0047657404	0.0002013693	6.71231037723184E-05	0.0026849242	0.0014095852	0	0.0012082159	6.71231037723184E-05	6.71231037723184E-05	0.0004698617	0	0.0003356155	0.0004027386	0	0.0030876628	0	0.0004698617	0.038193046	0	0.0605450396	0.0006041079	0.0001342462	0.0708819976	0.0030876628	0.0007383541	0	0.0483957578	0.0008726003	0.0040273862	0.0016780776	0	0	0.0014095852	0.0002684924	0.3947509733	0.0010739697	0.0007383541	0	0.0001342462	0.0017452007	0.0053698483
MI_353_H	Abnormal	0	0	0.0004026305	0.0028184136	0.0071802443	0.0014092068	0	0	0.0025499933	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001342102	0.0004026305	6.71050865655617E-05	0	0	0.0035565696	0	0	0.0002684203	0	0.0036907798	0	0	0	0.0012749966	0	0.0006039458	0.0004697356	0.0002684203	0.0014763119	0.0018789424	0	0	0	0	0.958931687	0	0.0004026305	0	0	0	0.0122131258
MI_355_H	Abnormal	0	0	6.6894106629206E-05	0.0002006823	0.0074252458	0.0034784935	0	0.0008696234	0.0030102348	0.0008027293	0.0004013646	0.0010034116	6.6894106629206E-05	0	0	0	0	0	0	0	0	0	0.0002006823	0	0.0002675764	0	0	0.0009365175	0.0001337882	6.6894106629206E-05	0.0054184226	0	0.0027426584	0	0	0.007559034	0.0001337882	0	0	6.6894106629206E-05	0	0.0012040939	0.0002675764	6.6894106629206E-05	0	0.0025419761	0	0.9496287377	0.0016723527	0	0	0	0.0001337882	0.0096327514
MI_357_H	Abnormal	0.0185172716	0.0002693421	0	0.005184836	0.0253854959	0.1325163289	0	0.0049154939	0.3578210222	0.0078109218	0.0057235203	6.73355329607434E-05	0.0014140462	0	0	0	0	6.73355329607434E-05	0	0	0.0001346711	0	0.0004040132	0.0007406909	0	0.0013467107	0	0.0029627635	0.0004713487	0.0032994411	0.0048481584	0.0007406909	0.0299643122	0	6.73355329607434E-05	0.0449128005	0.0426233924	0	0.0008753619	0.0002020066	0.0008080264	0.0018180594	0.0030974345	0	0	0.0610733284	0	0.2189751532	0.0006733553	0	0	0	0.0066662178	0.0136017777
MI_358_H	Healthy	0.0223553969	0.0001346711	0	0.0832940543	0.0373712208	0.0007406909	0	0.0042421386	0.2129822908	0.0016160528	0.2057100532	6.73355329607434E-05	0	0.0189212848	0	0	0	0	0	0.0022220726	0	0.0006060198	0	0	0	0	0	0.0001346711	0	0.0011447041	0.0070028954	0.0006060198	0.1121809979	0.0028954279	0.0001346711	0.1249747492	0.0907682984	6.73355329607434E-05	6.73355329607434E-05	0.0110430274	0	0.0001346711	0	0	0	0.0085516127	0.0029627635	0.0282809238	0.0012793751	0.0001346711	0	0.0002693421	0.0035014477	0.0136017777
MI_359_H	Healthy	0	0	0.000337473	6.74946004319655E-05	0.0022948164	0.0374595032	0	0.0001349892	0.0029697624	0.0053320734	0	0.0024298056	0	0	0	0	0	0	0	0	6.74946004319655E-05	0	6.74946004319655E-05	0.0004049676	0	0	0	0.0021598272	0.0007424406	0	0.0157937365	0	0.0492710583	0	0	0.0620275378	0.007086933	0	0.0007424406	0.0004049676	0.0001349892	0.0016198704	0.0011474082	6.74946004319655E-05	0	0.0019573434	0	0.0133639309	0.0002699784	0.0007424406	0	0	0	0.7909017279
MI_360_H	Abnormal	0.0004051317	0	0.0001350439	0.2167454423	0.249966239	0.0044564483	0	0.0004051317	0.0004726536	0.0051316678	0	0.0019581364	6.75219446320054E-05	0.0002025658	0	0	0	0.0040513167	0	0	0	0	0	0	0	0	0	0.0044564483	0.0001350439	0.0002025658	0.0265361242	0	0.1440918298	0	0.0004051317	0.1338960162	0.0004726536	0	6.75219446320054E-05	0.0009453072	0.0006076975	0.0001350439	0.0002025658	0	0	0.0011478731	0	0.131735314	0.0159351789	0	0	0	0.0002700878	0.0547602971
MI_361_H	Healthy	6.93288962839712E-05	0.000693289	0.0008319468	0	0.0839572934	0.0072102052	0	0.0002079867	0.0456184138	0.0033971159	0	0.0001386578	0.000693289	0	0	0	6.93288962839712E-05	0.0015252357	0	0.0022878536	0	0.0058929562	0	0	0.0323072657	0.0001386578	0	0.0027731559	0	0.0031198003	0.0559484193	0	0.0854825291	0	0.0336938436	0.2721852468	0.058166944	0.0142817526	0	0.0137964504	0	0.0058929562	0.0016638935	6.93288962839712E-05	0	0	0	0.0026344981	0	0.0008319468	0	0	0.0052689961	0.2591514143
MI_363_H	Healthy	0	0.0001347437	0	0.0002021155	0.0144175706	0.0014148083	0	0.0001347437	0.2396415819	0.0008758337	0	0	0.0003368591	0.0019537829	0	0	0.0012126929	0	0	0.0004716028	0	0.0009432056	6.7371825102742E-05	0	0	6.7371825102742E-05	0	0.001145321	0	0.0004716028	0.0111163511	0	0.0420400189	0	0.0012126929	0.095533248	0.5624873678	0.0006063464	0.0001347437	0.0088930809	0	0.0008758337	0.0005389746	0	0.0002021155	0.003099104	0	0.0006737183	0	0	0	0	0.0089604527	0.0001347437
MI_364_H	Healthy	0.1548778766	0.0008470987	0.005576733	0.0546378653	0.1008047438	0.0056473246	0	0.0010588734	0.0174361146	0.001905972	0.0007059156	0	0.0002823662	7.05915572497529E-05	0	0	0.0367782013	0.0009882818	0	0.0005647325	0	0.0001411831	0.0004941409	0	0.0691797261	0.0019765636	0	0.0115064238	0	0.0043766765	0.0211774672	0.0007059156	0.0614146548	0	0.0295778625	0.136312297	0.0205421432	0.0054355499	0	0.0048708175	0	0.0071297473	0.0026824792	0	0.0005647325	0.0004235493	0.0293660878	0.0032472116	0	0	0	0	0.1154877877	0.091204292
MI_365_H	Abnormal	0.0955219644	0.0012064438	0.0017741821	0.0180966574	0.1093605848	0.0107160599	0	7.09672840820382E-05	0.1467603435	0.0403803846	0	0.020225676	0.001490313	0.0007096728	0	0	0.0089418778	7.09672840820382E-05	0	0.0036902988	0.0018451494	0.0043999716	0	0	0.0001419346	0.0079483358	0	0.004754808	0	0.0031225605	0.0573415655	0	0.1558441558	0.0008516074	0.0090128451	0.2019019232	0.0208643815	0.0043999716	0	0.0188772976	0.0006387056	0.0045419062	0.0002838691	0.0001419346	0	0.0046838407	0.0002838691	0.006741892	0.0012064438	0	0.0001419346	0	0.025477255	0.0055354482
MI_366_H	Healthy	0.0022765316	0.0003347841	0.0008704386	0.0029460998	0.0127887513	0.0034817543	0	0.0001339136	0.5548711081	0.0004686977	0.0026782725	0.0002008704	0.0001339136	0.0043521928	0.0013391363	0	0.0001339136	0	0	0.0004017409	0	0.0016739203	0	0.0001339136	0.0002008704	0	0	0.0069635085	6.69568128557081E-05	6.69568128557081E-05	0.0048878473	0	0.0126548376	0	0.0015400067	0.0190157349	0.009306997	0.0004686977	0	0.0052226314	6.69568128557081E-05	6.69568128557081E-05	0.0005356545	0.0003347841	0	6.69568128557081E-05	0.0006026113	0.1232005357	0.2206896552	0.0005356545	0	0	0.002142618	0.002142618
MI_367_H	Healthy	0.0878840179	6.90369347600967E-05	0	0.0071108043	0.040179496	0.0004832585	0	0.0001380739	0.3817742492	0.0001380739	0.0100103555	0	0.0003451847	0.0023472558	0	0	0.0011736279	0.0041422161	0	0.0085605799	0.0012426648	0.0008974802	6.90369347600967E-05	0	0.007455989	0	0	0.0064894719	0.0004142216	0.0139454608	0.0926475664	0.0003451847	0.0218847083	0.0002761477	0	0.0586123576	0.0057991025	0.0016568864	0	0.0394891267	0.0004142216	0.0017949603	0.0012426648	0	0	0.0024162927	0.0055229548	0.0620642043	0.0004832585	0.0004832585	0	0.0009665171	0.0060062133	0.1230238177
MI_368_H	Abnormal	0.010619469	0.0011572498	0.0004765146	0.001837985	0.0156569095	0.0012933969	0	0.0010211028	0.0372362151	0.0032675289	0.0198093941	0.0006807352	0.0021783526	0.0096664398	0	0	0.0144315861	0.0101429544	0	0.0099387338	0	0.0252552757	0.0014295439	0	0.0002042206	6.8073519400953E-05	0.0002722941	0.0030633084	0	0.0065350579	0.0231449966	0.0013614704	0.0572498298	0	0.0021783526	0.3201497617	0.3248468346	0.0054458816	0.0008168822	0.0098706603	0	0	0.000136147	0	0.0002722941	0.0029271613	0.0012253233	0.0056501021	0.003403676	0	0	0	0.0441797141	0.0208985705
