OTU_ID	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae]	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae]	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae]	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae]	k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;unclassified	k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;unclassified	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Thermicanaceae]	k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae]	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae]	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae	k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae	k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae	k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;unclassified	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae
MI_043_H	0.1525240952	0.0004717935	0.0002695963	0.0146255982	0.0609961583	0.0099076633	0	0.0031003572	0.1798881175	0.0006739907	0.0004043944	0.0004717935	0.0002021972	0.0099750623	0.0004043944	0.0033699535	0.0037743479	0.0035721507	0	0.001010986	0	0.0022241693	0	0	0.0000674	0.0002695963	0	0.0061333154	0	0.0234548763	0.0148277954	0	0.0769023387	0	0.0190739368	0.2301004246	0.0225112893	0.0016175777	0	0.0316775628	0	0	0	0	0.0001347981	0.0016175777	0	0.0357889061	0.0001347981	0	0.0849902271	0	0.0028307609	0
MI_044_H	0	0	0	0.0070615659	0.0722610723	0.0113807761	0	0.0027423557	0.0557383793	0.0179624297	0.1291649527	0.0086384204	0.0015768545	0.0403126285	0	0	0.0002056767	0.0006855889	0	0.0008912656	0	0.0998903058	0	0	0.0043192102	0.0002742356	0	0.0032222679	0.0004799122	0.0198820787	0.0197449609	0	0.153092006	0	0.0015768545	0.1788015906	0.007610037	0.0010283834	0	0.005073358	0.0000686	0.0046620047	0.001919649	0.0000686	0.0001371178	0.0262580557	0	0.0219388455	0.0008912656	0	0	0	0.0931715343	0.0072672426
MI_045_H	0	0.0003367003	0.0001346801	0.0206060606	0.0566329966	0.0187878788	0	0.0010774411	0.063030303	0.0010774411	0	0.0018181818	0.0000673	0.0064646465	0	0	0.1461279461	0.0014814815	0	0.0022895623	0	0.0021548822	0.0007407407	0	0	0.0001346801	0	0.0130639731	0.0000673	0.0055892256	0.0477441077	0	0.0645117845	0	0.0552188552	0.2183838384	0.0109090909	0.0006060606	0.0012121212	0.0119191919	0.0002020202	0.0000673	0.0002693603	0	0	0.0002020202	0	0.011986532	0.0001346801	0	0	0	0.0486195286	0.1863299663
MI_046_H	0.0089006659	0.0015627123	0.0003397201	0.0441636092	0.110409023	0.0034651447	0.0002717761	0.0005435521	0.0910449789	0.0018344884	0	0	0.0002717761	0.000135888	0	0	0	0.0007473842	0	0	0	0.0029895366	0.0012229923	0.0006114961	0.0042804729	0	0.0002717761	0.0277211578	0	0.0003397201	0.0544910993	0.000135888	0.0803777687	0.0040086968	0.0008153282	0.437627395	0.0277891018	0.0016306563	0	0.0037369208	0	0.000135888	0.0002717761	0.000135888	0	0	0	0.0040766408	0.000135888	0	0	0	0.0820763691	0.0014268243
MI_047_H	0.0003449941	0.0003449941	0	0.029531498	0.1335127303	0.0015179742	0	0.0006899883	0.2193472711	0.0002759953	0.0024839578	0.0001379977	0.0006209894	0.0212516387	0	0	0.0155937349	0.0007589871	0	0.000069	0	0.0006899883	0.0002759953	0	0.0006899883	0	0	0.0149037466	0.0001379977	0.0002759953	0.0142137584	0	0.1622162423	0.0012419789	0.0536810874	0.2113434072	0.0062788933	0.0005519906	0	0.0245635824	0	0.000069	0	0.0002069965	0	0	0.0006209894	0.0013109777	0.0008279859	0	0	0	0.0793486511	0.000069
MI_048_H	0	0.000339167	0	0.1314611315	0.0058336725	0.0284900285	0	0.0033238367	0.001356668	0.0052231719	0	0.0072581739	0.0005426672	0	0	0	0.0000678	0.0015601682	0	0	0	0	0.0004070004	0	0.0023063356	0	0	0.0288291955	0	0	0.0258445258	0	0.0263193597	0	0.000339167	0.2149640483	0.0124813458	0.0002713336	0.0038665039	0.0005426672	0	0.0000678	0	0	0	0.0008140008	0	0.0582010582	0	0	0	0	0.0001356668	0.4391534392
MI_049_H	0.0359358145	0.0004719525	0.0000674	0.0465210356	0.0223166127	0.1974110032	0	0.0399811219	0.0718716289	0.0258225458	0	0.0004045307	0.005461165	0	0	0	0.0000674	0.0001348436	0	0.001618123	0	0.0017529666	0.0004719525	0.0002022654	0.0000674	0	0	0.0082928803	0	0.0002696872	0.0168554477	0.0002696872	0.0962783172	0	0	0.2584277238	0.1002562028	0.0004719525	0	0.0610841424	0.0001348436	0.0005393743	0	0	0	0.0018203883	0	0.00451726	0.0001348436	0	0	0	0.0000674	0
MI_050_H	0	0.0017101033	0.0001368083	0.2907175593	0.0692933853	0.0235994254	0	0.0007524454	0.0069772214	0.001573295	0	0.0002736165	0.0011628702	0.0017785074	0	0	0	0.0010944661	0	0	0.0003420207	0	0.0012312744	0.0000684	0	0.0078664751	0.0002052124	0.0189479445	0	0.0008208496	0.0082084958	0	0.0257883576	0	0.0006840413	0.0675148779	0.0058143512	0.0017101033	0.0043778644	0	0	0.0004104248	0.0003420207	0	0.0003420207	0.009371366	0	0.001573295	0.0000684	0	0	0.0002052124	0.0506874615	0.3943498187
MI_051_H	0	0.0009409867	0.0004704933	0.0020164001	0.0678182551	0.0060492002	0	0.00020164	0.0464444146	0.0178115338	0.0024868934	0	0.0008737734	0.0006721334	0	0	0	0.0010754134	0	0.0012770534	0	0.00141148	0.00020164	0.0004704933	0.0001344267	0	0	0.0077295335	0.00020164	0.0000672	0.0288345208	0	0.1462562172	0.0005377067	0.0260115607	0.2932517812	0.0027557467	0.0013442667	0.0002688533	0.0036295201	0	0.0001344267	0	0	0	0.0001344267	0	0.3132141417	0.0037639468	0	0	0	0.0213066272	0.00020164
MI_052_H	0	0.0023543657	0.0025561684	0.0149334051	0.1347369837	0.0088793219	0	0.0005381407	0.0540158752	0.0036997175	0.0030270416	0.0010762814	0.0006726759	0.0203820799	0	0.0001345352	0	0.0004708731	0	0.0007399435	0	0.001143549	0.001479887	0.0005381407	0.0004708731	0	0	0.0488362707	0.0002690704	0.0002690704	0.0548230862	0	0.1144221714	0	0.05388134	0.3425265707	0.0043051258	0.0073321674	0.008206646	0.0513924391	0	0	0	0	0.0004708731	0.0002690704	0	0.0385443293	0.0169514328	0	0.0000673	0	0.0049778017	0.0006054083
MI_053_H	0.0525644468	0.0018796992	0.0000671	0.0944548872	0.1652792696	0.0004027927	0	0.0003356606	0.0362513426	0.0004699248	0	0.0000671	0.0000671	0.0001342642	0	0	0	0.0010741139	0	0	0	0.0016783029	0.0001342642	0	0.0000671	0.0000671	0	0.0009398496	0	0.0004027927	0.0198039742	0	0.0897556391	0	0.0160445757	0.327537594	0.0073845328	0.0083243824	0	0.0212808808	0.0001342642	0.0000671	0.0007384533	0	0	0	0	0.0007384533	0	0	0	0	0.1509129968	0.0009398496
MI_054_H	0	0.0017407606	0.000401714	0.0007364756	0.032873594	0.1535216926	0	0.0302624531	0.1226566685	0.0168719871	0	0	0.0014729513	0.0054900911	0	0	0.006092662	0.000067	0	0	0	0	0.0001339047	0.000401714	0.000200857	0	0	0.0106454205	0.0007364756	0	0.0109132298	0	0.2432378147	0	0.000067	0.0875066952	0.0190144617	0.0001339047	0.0001339047	0.0597214783	0	0.000602571	0.0001339047	0	0	0.0040171398	0	0.052557579	0.0019416176	0	0	0	0	0.1357123728
MI_055_H	0	0.0025252525	0.0001365001	0.0001365001	0.0517335517	0.0103057603	0	0.0015015015	0.0206115206	0.0070980071	0	0.0000683	0.0007507508	0.0004095004	0	0	0.0049140049	0.0002047502	0	0	0	0.0010920011	0.0007507508	0.0012285012	0	0	0	0.0124215124	0	0.0015015015	0.0192465192	0	0.1463963964	0	0.1068113568	0.502047502	0.0054600055	0.0010920011	0.0002047502	0.0421102921	0	0.0004777505	0.0000683	0.0002730003	0	0.043953044	0	0.0055965056	0.0014332514	0	0	0	0.0073710074	0.0000683
MI_056_H	0.1014017094	0.0051965812	0.0000684	0.0295384615	0.0965470085	0.0144957265	0	0.0032136752	0.0841709402	0.0121025641	0	0.0008205128	0.0017094017	0.0117606838	0	0	0	0.0003418803	0	0	0	0	0.0002735043	0	0.0000684	0.0000684	0	0.0087521368	0.0023247863	0	0.0370598291	0.0006837607	0.0953162393	0	0.0704957265	0.2287179487	0.0911452991	0.0012307692	0.0021880342	0.0005470085	0	0.0000684	0.0000684	0	0	0.0002735043	0	0.0976410256	0.0000684	0	0	0	0.0004786325	0.0011623932
MI_057_H	0	0.0010164668	0.0000678	0.1832350749	0.0773192383	0.0103001965	0	0.0008131734	0.0907365996	0.0058955072	0.0060310361	0.0002710578	0.0002710578	0.0018296402	0	0	0	0.0001355289	0.0002710578	0.0001355289	0	0.0033204581	0.0001355289	0.0002032934	0.0002032934	0.0024395202	0	0.0047435116	0	0.0010842312	0.0072507962	0	0.0745408958	0	0.0024395202	0.2585213797	0.1467778004	0.0006098801	0.0001355289	0.0203970997	0	0	0	0	0	0	0	0.0009487023	0.0001355289	0	0	0	0.0430981907	0.0546859118
MI_058_H	0.2311911695	0.0012189341	0	0.0183517302	0.0813299926	0.004943455	0	0.001083497	0.1770840387	0.0015575269	0.0135437123	0.0002031557	0.0003385928	0.0053497664	0	0	0	0.0008126227	0.0002031557	0.0002031557	0	0	0.0000677	0	0.0000677	0.0012866527	0	0.0010157784	0.0005417485	0.0063655448	0.0182840116	0	0.0379901131	0	0.0023701497	0.2743956118	0.0574930588	0.0041985508	0	0.0105640956	0	0.0002708742	0	0	0	0.0069072933	0.0016252455	0.0318954425	0	0	0	0	0.0072458861	0
MI_059_H	0	0.0030882847	0.0003356831	0.0001342732	0.0304800269	0.0398791541	0	0.0011413226	0.0008056395	0.0085263511	0	0.0012084592	0.0002014099	0	0	0	0	0.0002014099	0	0	0	0	0.0003356831	0.0008727761	0.0001342732	0.0000671	0	0.0235649547	0	0.0001342732	0.0647868412	0	0.1956361195	0	0	0.2187311178	0.1555555556	0.0045652904	0.000537093	0.1894595502	0.0000671	0.0002014099	0.0004699564	0.0001342732	0	0.003021148	0	0.0543806647	0.0002685465	0	0	0	0	0.001074186
MI_060_H	0.0022585723	0.0010266238	0.0002053248	0.0021216891	0.0109506536	0.0005475327	0	0.0000684	0.0278557251	0.0565327493	0	0.0067072753	0.0001368832	0.0007528574	0	0	0	0.0002053248	0	0	0	0	0.0006844159	0.0009581822	0	0	0	0.0389432619	0	0.0005475327	0.0547532681	0	0.0518102799	0	0	0.6918075423	0.0043118199	0.0009581822	0.001984806	0.0002053248	0.0000684	0.0002053248	0	0	0	0.0005475327	0	0.0039696119	0	0.0004106495	0	0	0.0002053248	0.0382588461
MI_061_H	0.0023877746	0.0001364443	0	0.0506890435	0.208964388	0.0019784418	0	0.0002728885	0.2334561332	0.0000682	0.0005457771	0.001023332	0	0.036362396	0.0002046664	0	0.0014326648	0	0.0002046664	0.0023877746	0	0.0152135353	0	0	0	0.0000682	0	0.0023877746	0	0.0089370992	0.0115295402	0	0.1177513986	0.0018419975	0.0010915541	0.159571565	0.0281075181	0.0082548779	0	0.0688361304	0	0.0066857689	0.0006139992	0	0.0000682	0.0006822213	0.0191021968	0.0030017738	0	0	0	0.0002046664	0.0037522172	0.0021831082
MI_062_H	0.0863885377	0.0009832842	0.0000702	0.0362410451	0.0999438123	0.0617361989	0	0.0130636325	0.0002107038	0.0438966147	0	0.0033010254	0.0017558646	0.0250737463	0	0	0.0014046917	0.0001404692	0.0004214075	0.0018260992	0.0011237533	0.004214075	0	0.0000702	0.0009832842	0.0013344571	0.0003511729	0.0609636185	0	0.0023177413	0.0268998455	0	0.1963056609	0	0.0184014609	0.2168141593	0.00842815	0.000842815	0	0.0014046917	0	0.0007023458	0.0002107038	0	0	0.0018963338	0	0.0086388538	0.0001404692	0	0	0	0.0533080489	0.0181907571
MI_063_H	0	0.0116805077	0.0004726217	0.0051988387	0.0201201809	0.0090473297	0	0.0000675	0.0378772534	0.0002700695	0	0	0	0.0012828303	0	0	0	0.000877726	0	0	0	0	0.0049962865	0.0172169334	0.0004726217	0	0	0.2465059753	0.0001350348	0	0.0415907096	0	0.2787792857	0	0	0.2222672338	0.0072918777	0.0014178651	0.0007426912	0.044291405	0.0002025522	0	0.0000675	0.0001350348	0	0	0	0.0457092701	0.0011477956	0	0	0	0	0.0001350348
MI_064_H	0.0005574136	0.0044593088	0.0003483835	0.0484949833	0.0866081382	0.0394370123	0	0.0018115942	0.0834726867	0.0074554069	0.0002090301	0	0.0005574136	0	0	0.0000697	0	0.0006270903	0	0.0000697	0	0.0001393534	0.0025083612	0.0013238573	0.0000697	0	0	0.0314241918	0	0.0011148272	0.0831939799	0	0.3189799331	0	0.0003483835	0.2071488294	0.0472408027	0.0057831661	0.0046683389	0.0105211817	0.0000697	0.0068283166	0.0006270903	0.0001393534	0	0.0002787068	0	0.0016025641	0.0002787068	0.0002090301	0	0	0.0001393534	0.0011845039
MI_065_H	0.0583548958	0.0005447365	0.0001361841	0.0332289255	0.1098324935	0.015729266	0	0.0015661174	0.0522266104	0.0064687457	0.0000681	0.0034726951	0.0006809206	0	0	0	0	0	0	0.0020427618	0.0005447365	0.0009532888	0.0003404603	0.0002042762	0.0000681	0	0	0.0037450633	0.0000681	0.0038131554	0.0422851695	0.001089473	0.0599210132	0	0.0217894593	0.2381179354	0.0096009805	0.0002042762	0.002247038	0.0100095329	0.0001361841	0.0000681	0.0001361841	0	0.0002042762	0.015797358	0	0.0057878251	0	0	0	0.0002723682	0.0280539289	0.2701892959
MI_066_H	0.0007393964	0.0022181892	0.0008066142	0.0484640721	0.0696376958	0.0004033071	0	0.0003360893	0.2011830342	0.0002016536	0.0002016536	0.0002016536	0.0006049607	0.0094777173	0	0	0	0.0008738321	0	0	0.0000672	0.0006721785	0.0000672	0.0000672	0.0030920212	0.0002016536	0	0.0844928413	0.002285407	0.0015460106	0.0149223634	0	0.1521812193	0.0006721785	0.0487329435	0.2377495463	0.010082678	0.0016804463	0	0.0637897426	0	0.0000672	0	0	0	0.0002688714	0.0036969819	0.0148551455	0.0012771392	0	0	0	0.0215769308	0.0006049607
MI_067_H	0.127133403	0.0006269592	0.0001393243	0.0009752699	0.1262974573	0.0123998607	0.0164402647	0.0012539185	0.1177986764	0.0021595263	0.0009752699	0.0002089864	0.0003483107	0.0016718913	0	0	0	0.0000697	0	0.0024381749	0	0.0019505399	0	0.0001393243	0.0017415535	0.0002089864	0.0000697	0.0059212818	0	0.007035876	0.0434691745	0	0.0983629397	0.0118425636	0.0054336468	0.3189829328	0.0480668757	0.0035527691	0.000487635	0.0277255312	0	0.0002786486	0	0.0000697	0.0000697	0.0009752699	0	0.0071752003	0.0001393243	0	0	0	0.0002089864	0.0051549983
MI_068_H	0.0007397445	0.0020174849	0.0010087424	0.1650975118	0.084398117	0.0014794889	0	0.000537996	0.0555480834	0	0.0002017485	0.000268998	0	0.0012104909	0	0	0	0.0009414929	0	0	0	0	0.0003362475	0.0023537323	0	0	0	0.0404169469	0	0.0000672	0.0075319435	0	0.138399462	0	0.0743106927	0.3430396772	0.007061197	0.0140551446	0	0.0394082044	0.0003362475	0.000268998	0.0000672	0	0	0.0000672	0	0.0182918628	0.000403497	0.0000672	0	0	0	0.0000672
MI_069_H	0	0.0002011128	0	0	0.0237313133	0.0012737146	0.0004692633	0.0012737146	0.0479989274	0.0006033385	0.0007374137	0.0037541061	0.0002681504	0.0253402159	0	0	0	0.0001340752	0	0.0004022256	0	0.0014077898	0	0.0012737146	0.0012066769	0	0	0.0220553731	0	0.0001340752	0.0242005765	0	0.0929141248	0.0001340752	0.0122008447	0.188509754	0.006837836	0.000335188	0	0.0119997318	0.000067	0.0004022256	0.0001340752	0	0	0.000335188	0	0.5049272642	0.0241335389	0	0	0	0.0002681504	0.000335188
MI_070_H	0.0001341562	0.004292997	0.0035551382	0.0121411323	0.1226858063	0.0038905286	0	0.0004024685	0.0142876308	0.0010061712	0.0002683123	0.0002012342	0.0000671	0.0005366246	0	0	0.0324657902	0.0048296217	0	0	0.0001341562	0.0006037027	0.0012074054	0.0045613094	0.0002012342	0.0008049369	0	0.3838207674	0.0003353904	0.0002683123	0.0404480816	0	0.0496377784	0.0000671	0.0046283874	0.2785752616	0.0014757177	0.0006037027	0.0001341562	0.0254225919	0	0	0	0	0	0.0005366246	0	0.0005366246	0.0004024685	0	0	0	0.0023477328	0.0024818889
MI_071_H	0	0.0007455605	0	0.110681849	0.0330757761	0.024196828	0	0.0021011251	0.0169445574	0.0029822421	0	0.0038633591	0.0000678	0.0027111292	0	0	0.0559170394	0.0010166734	0.0002033347	0.0019655687	0	0	0	0	0	0	0	0.0039989155	0	0.0009488952	0.0284668564	0	0.1066151552	0	0.1739867155	0.2681306764	0.065812661	0.000881117	0	0.0074556053	0.0001355565	0	0	0	0	0.0005422258	0	0.0010844517	0	0	0	0	0.0125389725	0.0729293751
MI_072_H	0.1446614673	0.001104286	0.0002070536	0.0158050935	0.1883497826	0.000552143	0	0.000069	0.052177514	0	0.0075229484	0	0.000069	0.0035889295	0	0.0002070536	0	0.0006901788	0	0.0070398233	0.0002070536	0.0004141073	0	0.0001380358	0	0	0.0002760715	0.0003450894	0.0117330389	0.0108358065	0.1160880668	0.0003450894	0.0403064394	0.0026916971	0.0077300021	0.2042929119	0.004969287	0.0126302712	0.0004831251	0.0630133204	0	0.0006901788	0.0001380358	0	0	0.0002760715	0	0.0669473394	0.000069	0	0	0.0001380358	0.0262267927	0.0069708054
MI_073_H	0	0.0006715917	0.0006044325	0.5493619879	0.0230355944	0.0085963734	0	0	0.00161182	0.0001343183	0	0	0	0	0	0	0	0.0034922767	0	0	0	0	0.000402955	0.0015446608	0.0001343183	0	0	0.0097380792	0	0.0002014775	0.1124244459	0.0001343183	0.1472800537	0	0	0.1157152451	0.0077233042	0.0001343183	0.0003357958	0.0002686367	0	0.0014103425	0.0006044325	0	0	0	0	0.0133646743	0	0	0	0	0.0002014775	0.0008730692
MI_074_H	0.0004030633	0.0002687089	0	0.0003358861	0.0573021631	0.0002015316	0	0.0002015316	0.1889695015	0.0002015316	0.0014107215	0	0.0002015316	0.0051054682	0	0	0.0065833669	0.0001343544	0	0	0	0.0001343544	0.0002015316	0.0022840253	0.0017466076	0	0.0000672	0.012898025	0	0.0010748354	0.0651618971	0	0.1201128577	0	0.0132339111	0.2850329168	0.0018137848	0.0012091898	0.0003358861	0.0399032648	0	0.0001343544	0	0	0.0000672	0.0007389493	0.0010748354	0.1686148059	0.0010076582	0	0	0	0.0212951767	0.0005374177
MI_075_H	0	0.0018189167	0.0011452439	0.0012799784	0.0869037995	0.0002694691	0.0001347346	0.0000674	0.0199407168	0.0020883859	0.0002694691	0	0.0001347346	0.0041094045	0	0	0.0002694691	0.0020883859	0	0.0002694691	0	0.0033683643	0	0.0047830773	0.0002021019	0.0007410402	0.0000674	0.2407033145	0.0000674	0.0051872811	0.0248585287	0	0.2080975478	0	0.0082861762	0.2553893829	0.0050525465	0.0016841822	0.0002021019	0.0724198329	0.0001347346	0	0	0	0	0	0	0.0034357316	0.0007410402	0	0	0	0.0432497979	0.0005389383
MI_076_H	0.0099539545	0.0014219935	0.0004062839	0.0000677	0.2022616468	0.0018282774	0	0.0000677	0.0499052004	0.0002031419	0.0004739978	0	0	0.0035888407	0.0008802817	0	0	0.0016928494	0	0	0.0002031419	0.0006771398	0.000135428	0.000135428	0.0064328277	0.0026408451	0	0.0174024919	0	0.0063651138	0.1329902492	0	0.1309588299	0	0.000135428	0.2967903575	0.0075162514	0.0031148429	0.0002031419	0.1054983749	0	0	0	0	0.0000677	0.0002031419	0	0.0117822319	0.0022345612	0.0000677	0	0	0.0008802817	0.0008125677
MI_077_H	0.0141756969	0.0006815239	0.0005452191	0.0008859811	0.0572480065	0.0034757718	0.0118585156	0.0004089143	0.1842840592	0.0017038097	0.0025897908	0	0.0000682	0.0288284604	0	0	0.0007496763	0.0003407619	0	0.0008178287	0	0.0015675049	0.0002044572	0	0.0005452191	0.0002726096	0.0028624003	0.0040891433	0.0029305527	0.0027942479	0.0158795066	0.0000682	0.1057725073	0.0001363048	0.0149935255	0.1960744224	0.0639269406	0.0021808764	0.0005452191	0.0346214135	0	0.0002044572	0	0.0003407619	0.0000682	0.014720916	0.0142438492	0.1882368977	0.0136986301	0	0	0.0002044572	0.0099502488	0.0002044572
MI_078_H	0.0006912283	0.0303449229	0.0001382457	0.0015207023	0.0619340568	0.0201147439	0	0.0056680722	0.0010368425	0.0041473699	0	0	0.0000691	0.0115435128	0	0	0	0.0002764913	0	0	0	0	0.0014515795	0.0036635101	0.0000691	0.0001382457	0	0.1762632197	0	0.0000691	0.156079353	0	0.2958457178	0	0.0003456142	0.111426004	0.0136171978	0.000829474	0.0001382457	0.0252989562	0	0.0034561416	0.0006912283	0	0	0.0083638626	0	0.0637312504	0.0000691	0.0006221055	0	0	0.0002764913	0.0000691
MI_079_H	0.0033429164	0.0030754831	0	0.0123687905	0.025740456	0.0033429164	0	0.000200575	0	0.00040115	0.0010028749	0	0.0000669	0.00040115	0	0	0	0.0001337167	0	0	0	0	0	0	0	0.0007354416	0	0.0012703082	0	0.0006017249	0.0266096142	0	0.0908604667	0	0.0274787725	0.5336631677	0.0496088788	0.0023400415	0	0.0143745403	0	0	0.0001337167	0	0.000200575	0.0001337167	0	0.1287022799	0	0	0	0.0000669	0.0430567627	0.0300862472
MI_080_H	0.0785275226	0.0033151461	0.0002762622	0.0651288072	0.0685130189	0.2875198563	0	0.0209959251	0.0125008633	0.011948339	0.0000691	0	0.0018647697	0	0	0	0	0	0	0.000759721	0.0008287865	0.0035223427	0	0.0028316873	0.0001381311	0	0	0.002417294	0	0.0092547828	0.011188618	0.0002762622	0.0482077492	0	0.0149181573	0.1667242213	0.0283859383	0.0000691	0.0033842116	0.0486221424	0.0003453277	0.0003453277	0	0	0.0011741142	0.0149872229	0.0000691	0.0791491125	0	0	0	0.0002071966	0.0038676704	0.0076662753
MI_081_H	0.0630303909	0.0020308987	0	0.0073257416	0.2137520853	0.0445347066	0.0010879814	0.0189308769	0.0056575034	0.0003626605	0.0000725	0.0000725	0.0013055777	0.002248495	0	0	0.0110974106	0.0009429172	0	0.0005802568	0.0112424748	0.0021759629	0	0	0.0004351926	0	0	0.0050047146	0.0002175963	0.0696308116	0.0533836223	0	0.0552694567	0.0017407703	0.0241531878	0.129179662	0.0093566403	0.0100094292	0.000725321	0.057735548	0	0.0000725	0	0	0.0000725	0.0192935374	0.0010879814	0.0289403061	0.0003626605	0	0	0.0151592079	0.0018858345	0.1298324509
MI_082_H	0.0001353546	0.0033161884	0	0.0561044938	0.0876421224	0.0043313481	0	0.0003383866	0.001082837	0.0002707093	0	0.001082837	0.0000677	0.001082837	0	0	0	0.0000677	0	0	0.0000677	0.0004737412	0.0002030319	0.0004737412	0.0004060639	0	0	0.0266648619	0	0.002571738	0.1010422306	0.0003383866	0.0404033568	0	0.0211153221	0.5171900379	0.0163779101	0.0008121278	0	0.0138738495	0	0.0000677	0	0	0	0	0	0.0005414185	0	0	0	0	0.0387114239	0.0631429345
