OTU_ID	Otu00001	Otu00002	Otu00003	Otu00004	Otu00005	Otu00006	Otu00007	Otu00008	Otu00009	Otu00010	Otu00011	Otu00012	Otu00013	Otu00014	Otu00015	Otu00016	Otu00017	Otu00018	Otu00019	Otu00020	Otu00021	Otu00022	Otu00023	Otu00024	Otu00025	Otu00026	Otu00027	Otu00028	Otu00029	Otu00030	Otu00031	Otu00032	Otu00033	Otu00034	Otu00035	Otu00036	Otu00037	Otu00038	Otu00039	Otu00040	Otu00041	Otu00042	Otu00043	Otu00044	Otu00045	Otu00046	Otu00047	Otu00048	Otu00049	Otu00050	Otu00051	Otu00052	Otu00053	Otu00054	Otu00056	Otu00057	Otu00058	Otu00059	Otu00060	Otu00061	Otu00062	Otu00063	Otu00064	Otu00065	Otu00066	Otu00067	Otu00068	Otu00069	Otu00070	Otu00071	Otu00072	Otu00073	Otu00074	Otu00075	Otu00076	Otu00077	Otu00078	Otu00079	Otu00080	Otu00081	Otu00082	Otu00083	Otu00084	Otu00085	Otu00086	Otu00087	Otu00088	Otu00089	Otu00090	Otu00091	Otu00092	Otu00093	Otu00094	Otu00095	Otu00096	Otu00097	Otu00098	Otu00099	Otu00100	Otu00102	Otu00103	Otu00104	Otu00105	Otu00106	Otu00108	Otu00109	Otu00110	Otu00111	Otu00112	Otu00113	Otu00115	Otu00117	Otu00118	Otu00119	Otu00120	Otu00121	Otu00122	Otu00123	Otu00124	Otu00125	Otu00126	Otu00127	Otu00128	Otu00129	Otu00130	Otu00132	Otu00133	Otu00136	Otu00137	Otu00138	Otu00139	Otu00140	Otu00141	Otu00142	Otu00143	Otu00144	Otu00145	Otu00146	Otu00147	Otu00148	Otu00149	Otu00150	Otu00151	Otu00153	Otu00154	Otu00155	Otu00156	Otu00157	Otu00160	Otu00162	Otu00163	Otu00164	Otu00165	Otu00166	Otu00167	Otu00168	Otu00169	Otu00171	Otu00172	Otu00173	Otu00174	Otu00175	Otu00176	Otu00177	Otu00178	Otu00179	Otu00180	Otu00181	Otu00182	Otu00183	Otu00184	Otu00186	Otu00187	Otu00188	Otu00189	Otu00190	Otu00191	Otu00193	Otu00196	Otu00197	Otu00198	Otu00199	Otu00200	Otu00201	Otu00202	Otu00205	Otu00206	Otu00207	Otu00208	Otu00209	Otu00210	Otu00211	Otu00212	Otu00214	Otu00215	Otu00216	Otu00217	Otu00218	Otu00219	Otu00220	Otu00221	Otu00222	Otu00223	Otu00224	Otu00225	Otu00226	Otu00228	Otu00230	Otu00231	Otu00232	Otu00233	Otu00234	Otu00235	Otu00236	Otu00237	Otu00238	Otu00240	Otu00241	Otu00242	Otu00243	Otu00244	Otu00246	Otu00247	Otu00248	Otu00249	Otu00251	Otu00252	Otu00253	Otu00254	Otu00255	Otu00256	Otu00257	Otu00258	Otu00259	Otu00262	Otu00263	Otu00264	Otu00265	Otu00266	Otu00268	Otu00269	Otu00270	Otu00271	Otu00272	Otu00273	Otu00275	Otu00276	Otu00278	Otu00279	Otu00280	Otu00281	Otu00282	Otu00283	Otu00284	Otu00285	Otu00286	Otu00287	Otu00288	Otu00289	Otu00290	Otu00291	Otu00292	Otu00294	Otu00295	Otu00297	Otu00298	Otu00300	Otu00302	Otu00304	Otu00306	Otu00307	Otu00308	Otu00309	Otu00311	Otu00312	Otu00313	Otu00315	Otu00318	Otu00319	Otu00323	Otu00324	Otu00325	Otu00328	Otu00329	Otu00330	Otu00331	Otu00332	Otu00333	Otu00334	Otu00335	Otu00336	Otu00337	Otu00338	Otu00341	Otu00344	Otu00345	Otu00346	Otu00348	Otu00349	Otu00350	Otu00352	Otu00353	Otu00354	Otu00360	Otu00361	Otu00362	Otu00364	Otu00367	Otu00368	Otu00369	Otu00372	Otu00373	Otu00374	Otu00382	Otu00383	Otu00384	Otu00385	Otu00387	Otu00388	Otu00396	Otu00404	Otu00406	Otu00407	Otu00412	Otu00416	Otu00420	Otu00422	Otu00424	Otu00425	Otu00427	Otu00430	Otu00431	Otu00436	Otu00438	Otu00439	Otu00440	Otu00441	Otu00446	Otu00447	Otu00453	Otu00462	Otu00463	Otu00465	Otu00469	Otu00479	Otu00481	Otu00485	Otu00491	Otu00496	Otu00498	Otu00499	Otu00502	Otu00505	Otu00510	Otu00511	Otu00516	Otu00517	Otu00522	Otu00528	Otu00529	Otu00531	Otu00535	Otu00540	Otu00543	Otu00550	Otu00566	Otu00567	Otu00570	Otu00597	Otu00598	Otu00599	Otu00600	Otu00602	Otu00603	Otu00622	Otu00626	Otu00635	Otu00639	Otu00679	Otu00684	Otu00703	Otu00710	Otu00779	Otu00812	Otu00830	Otu00836	Otu00908	Otu00914	Otu01016	Otu01115	Otu01167	Otu01384	Otu01429
MI_027_H	206	2187	267	4	49	0	812	169	510	1	21	7	1	92	411	34	147	190	126	3146	25	309	29	47	0	4	0	615	2	5	0	45	0	149	15	0	14	9	26	5	3	0	1	65	8	3	123	0	0	0	0	61	0	0	0	0	74	2	0	249	0	0	3	0	8	0	111	0	3	2	0	99	51	16	6	0	0	196	0	0	0	26	0	0	2	0	0	0	84	1	0	3	0	0	0	12	0	41	0	3	0	12	1417	82	0	0	0	0	3	0	85	0	110	0	0	0	0	30	142	0	13	0	1	10	0	12	0	0	0	0	36	0	13	0	0	5	0	0	0	0	0	0	0	0	446	0	0	0	0	4	15	0	1	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	0	301	0	0	0	1	0	0	0	0	0	18	2	0	0	0	0	0	6	1	0	0	0	0	0	1	0	0	1	0	0	1	9	0	188	0	0	178	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	22	4	0	0	0	25	0	4	0	0	0	0	0	0	0	0	0	5	0	54	0	0	62	0	0	2	0	183	0	1	0	0	0	0	0	0	0	0	0	2	6	0	0	1	0	0	0	0	0	9	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	17	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
MI_028_H	0	48	179	23	261	2651	166	2959	13	134	1	41	534	16	0	582	159	1	1	209	11	136	506	91	62	32	32	1	395	158	10	0	5	6	83	0	152	2	0	15	10	0	18	5	4	145	79	37	0	44	0	0	0	0	6	7	63	50	5	481	34	90	5	2	15	589	107	2	3	8	0	28	15	1	8	5	50	0	20	2	146	36	53	63	0	351	0	0	0	0	16	12	0	6	0	34	1	8	0	5	0	2	0	0	1	13	65	0	11	2	0	0	8	21	0	8	2	0	0	0	16	0	0	1	4	116	0	0	0	6	3	0	0	1	0	0	4	5	0	1	0	0	0	0	0	0	15	0	25	7	119	0	4	0	0	1	354	0	11	4	4	2	0	0	3	1	2	0	0	0	65	195	0	2	22	0	5	0	0	18	1	0	0	39	3	0	8	0	0	1	0	35	1	2	4	0	0	0	1	8	0	0	0	0	0	0	13	0	0	33	7	26	0	6	3	0	0	0	6	0	0	209	0	6	3	0	23	0	16	0	0	10	1	0	4	5	1	0	0	0	0	0	5	5	34	0	0	1	0	2	0	0	0	30	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1	25	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	14	0	18	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	35	59	0	0	0	0	0	4	0	24	0	5	5	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MI_029_H	119	730	575	493	131	28	497	120	0	29	566	365	0	83	0	221	757	1271	873	126	46	354	0	41	52	49	176	0	140	9	1371	155	49	71	66	20	92	43	61	1	125	0	38	3	18	13	262	10	0	8	0	41	0	0	77	7	33	54	23	2	0	41	39	10	14	0	4	1	8	4	0	2	4	246	48	0	0	0	6	0	0	34	4	212	17	3	0	5	110	0	0	0	0	8	0	18	0	27	0	11	0	125	0	57	13	1	0	11	16	2	0	0	2	0	2	9	0	68	1	1	17	9	0	184	1	28	0	0	0	0	4	0	0	0	0	30	0	5	124	22	0	0	2	59	311	0	1	0	14	3	0	3	0	23	0	1	0	0	24	0	4	11	0	0	0	0	0	0	2	94	4	0	0	0	0	0	7	75	0	0	5	21	0	0	11	0	0	9	0	0	0	0	0	0	12	236	97	0	6	1	6	0	0	1	0	411	0	0	0	23	60	32	0	15	0	1	0	0	0	0	0	0	0	15	0	2	1	0	1	2	5	0	7	0	4	2	13	0	0	3	3	3	3	130	0	0	41	0	13	15	0	19	0	3	0	0	80	12	0	7	1	0	0	11	0	84	0	0	0	0	4	10	0	0	0	0	0	0	80	6	0	24	0	0	0	0	45	24	0	0	0	10	1	32	0	22	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	2	0	6	0	0	25	1	0	0	0	55	114	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0
MI_030_H	0	1	280	26	105	189	4	3174	5313	1924	30	16	850	20	0	258	72	105	0	31	9	75	0	26	41	1	6	0	67	45	38	0	4	41	14	1	14	29	0	3	2	0	4	6	53	9	0	37	0	4	0	14	0	0	1	5	18	6	2	0	0	1178	2	0	10	0	0	0	0	2	0	316	2	9	0	1	0	0	0	0	5	32	1	5	1	14	0	12	5	0	1	4	0	0	0	20	0	7	0	0	0	27	0	5	0	0	2	0	0	0	0	0	4	8	0	1	2	0	0	2	0	0	0	1	0	0	0	0	0	1	0	3	0	0	0	6	0	0	1	2	5	0	9	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	1	0	0	0	0	0	0	0	0	7	112	0	0	8	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	16	0	0	2	0	0	6	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	3	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	2	0	10	1	0	0	0	2	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	4	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MI_031_H	111	598	870	4	57	0	32	223	2478	48	8	195	1138	38	73	461	273	736	478	179	46	70	0	96	0	13	1	7	351	70	0	38	5	190	64	49	57	8	127	0	12	0	8	6	14	29	191	0	0	0	6	63	0	0	0	5	104	27	4	14	3	60	15	0	12	423	117	0	29	0	1	37	0	37	5	0	1	68	0	24	0	96	3	3	9	2	0	7	153	0	0	1	0	5	0	55	0	3	0	10	0	21	23	37	1	0	16	6	10	0	11	2	1	1	0	0	0	0	304	0	7	1	0	120	0	21	0	0	0	0	10	0	0	15	0	49	0	0	3	2	20	4	33	7	0	0	0	408	0	2	14	4	1	2	0	12	0	0	5	1	0	0	14	0	0	155	0	0	0	33	0	90	0	8	17	0	0	0	0	1	0	0	0	19	4	4	0	2	0	0	0	0	0	5	0	0	1	0	2	3	5	0	29	1	0	122	0	0	0	7	5	0	1	10	0	2	0	0	0	0	13	0	0	2	0	75	11	0	0	0	0	0	1	0	0	0	1	818	0	0	6	0	0	2	0	0	0	27	17	0	24	9	0	0	0	0	0	0	0	1	0	0	0	26	0	48	6	0	0	0	0	10	0	57	0	0	0	0	0	0	0	10	0	38	0	834	14	0	0	0	1	0	1	0	0	0	0	2	0	0	0	5	0	0	1	0	0	6	1	2	0	0	1	0	0	26	1	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	21	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	1	0	1	0	6	0	2	0	0	5	0	0	0	0	0	0	2	0	0	0	0	7	0	0	0	48	0	0	2	1	0	0	1	0	0	0	0	0	0	0	3
MI_032_H	0	2	2659	94	27	6583	523	5	443	134	0	291	849	80	0	108	707	0	0	190	10	21	0	1	45	60	47	0	71	0	0	0	0	0	0	0	29	0	0	12	69	0	1	0	46	30	0	0	13	0	0	13	0	0	83	10	11	54	133	0	4	0	0	0	4	0	3	0	0	1	0	0	3	0	2	4	0	0	4	0	17	0	0	0	0	0	0	0	0	0	2	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	1	109	0	1	0	0	0	1	3	9	3	0	0	0	0	7	0	0	2	21	0	0	0	0	0	0	1	0	0	0	9	0	4	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	3	0	1	0	0	0	0	0	0	4	0	0	2	0	0	14	0	0	6	0	0	7	0	1	0	0	0	12	0	0	0	0	0	41	0	0	0	0	31	0	0	0	6	0	0	3	0	0	0	0	31	0	0	0	11	0	0	2	1	0	0	0	3	0	0	3	0	18	104	0	0	0	0	3	0	0	0	0	8	1	0	0	0	1	0	10	2	0	16	0	4	1	0	0	0	1	4	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	24	0	0	0	0	0	9	2	0	0	0	0	0	464	0	3	9	27	0	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	13	0	0	26	0	10	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	42	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MI_033_H	0	2	6	1424	118	914	1	798	145	74	0	149	372	75	2	131	695	1709	0	81	0	86	0	25	3065	293	537	0	219	147	0	22	4	0	2	0	15	0	0	4	32	0	0	1	34	13	0	1	259	63	0	0	0	8	122	6	8	12	8	0	424	0	3	0	1	0	84	0	0	0	0	3	17	0	1	0	0	0	10	0	0	20	0	43	0	7	0	11	0	0	20	0	0	0	0	51	0	5	0	40	0	0	0	0	0	0	30	45	2	1	0	0	11	0	12	239	0	0	0	0	11	4	0	17	0	1	0	0	0	0	0	0	9	0	0	0	0	0	13	0	0	0	0	0	0	0	1	15	20	0	0	0	0	0	0	0	0	0	4	3	0	2	0	0	544	25	2	0	0	0	2	0	2	15	0	233	0	0	0	9	3	0	0	0	1	1	0	0	156	0	0	0	53	4	0	0	56	0	0	5	0	0	0	2	1	0	9	0	0	0	0	97	0	4	0	0	0	0	4	149	0	0	0	0	0	0	4	0	2	0	0	0	0	13	13	2	0	0	0	22	2	6	5	0	0	3	0	5	0	0	0	0	14	0	0	0	0	0	0	0	3	0	1	0	19	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	50	53	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	23	0	0	5	0	20	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MI_034_H	87	939	1397	136	437	28	1355	657	58	95	2	908	5	916	0	109	93	0	129	103	301	15	338	60	1	14	3	91	200	22	9	4	14	1	11	211	10	0	0	16	31	0	10	2	10	11	0	22	0	1	0	43	0	0	11	13	10	5	0	0	0	247	21	359	8	0	0	0	24	0	0	7	1	0	1	0	0	0	4	0	1	42	21	18	8	0	0	13	0	0	1	42	0	9	0	67	10	2	909	25	0	75	0	1	73	0	4	5	1	7	0	0	2	0	0	2	0	4	0	0	35	2	846	4	0	0	0	45	1206	0	1	0	45	178	0	0	0	1	105	0	8	18	26	3	0	1	5	0	4	1	0	4	12	5	0	0	0	0	0	0	1	5	0	13	2	0	0	195	3	244	0	0	1	3	0	0	4	2	0	2	11	0	6	0	6	0	6	4	0	0	0	0	0	29	0	0	0	0	0	8	0	8	93	0	0	1	0	0	0	4	0	0	0	0	2	5	0	0	0	0	31	0	2	4	0	0	3	0	0	0	0	0	0	0	0	3	3	0	0	0	4	0	0	17	2	0	0	1	0	0	0	0	0	22	0	117	2	0	0	4	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	40	0	0	0	0	0	10	2	41	224	0	10	0	0	0	1	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	18	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	53	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MI_035_H	182	5687	299	21	78	0	117	125	1	133	46	373	44	185	1406	29	415	158	38	90	165	30	2	31	247	104	7	1055	51	12	1	59	31	58	7	0	23	62	31	1	34	0	73	29	0	4	142	3	9	1	0	4	0	0	0	0	19	12	7	834	7	6	27	3	3	0	0	0	123	0	0	155	5	47	18	1	49	0	6	14	7	23	7	6	0	0	0	12	4	108	4	0	0	13	0	14	0	8	0	22	0	51	0	163	33	0	3	0	2	2	2	0	0	25	0	13	0	3	0	0	3	6	0	0	0	0	0	0	0	0	1	0	1	0	0	6	0	1	42	4	4	4	0	1	0	0	0	0	3	0	10	3	2	20	0	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	7	1	9	1	0	7	8	0	5	32	0	0	0	0	2	1	0	2	0	0	0	0	0	2	197	0	2	5	1	10	8	0	0	0	249	1	0	0	0	8	0	1	0	16	0	0	0	1	0	30	0	0	0	0	9	0	0	3	0	0	0	0	0	0	0	10	0	1	0	0	50	0	45	0	4	11	1	0	0	0	7	0	0	0	0	7	0	0	0	0	0	1	9	0	13	0	0	0	0	0	3	0	0	0	11	0	0	9	0	0	1	0	0	0	0	51	2	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	1	0	2	0	0	0	3	0	6	0	0	77	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
MI_036_H	139	332	579	32	43	2534	707	647	139	6	74	583	281	216	549	80	9	0	0	717	5	1174	87	71	12	5	4	0	86	147	0	0	52	0	54	492	18	0	0	8	46	0	13	40	5	64	157	4	2	13	0	93	0	325	4	16	54	13	2	387	13	43	15	0	10	0	101	4	0	0	0	32	30	0	6	0	0	0	41	46	17	16	2	75	0	105	0	7	93	0	9	0	0	5	0	24	0	56	0	1	0	0	0	0	23	13	10	3	1	0	3	0	44	17	6	9	22	0	0	1	6	14	0	3	0	0	0	1543	0	0	3	0	0	0	0	0	1	0	28	0	201	0	9	1	0	0	10	35	4	0	0	0	2	9	9	0	0	0	2	0	0	0	0	0	5	1	0	0	0	0	2	0	0	1	7	0	2	11	0	8	1	18	4	29	2	0	0	1	0	0	0	0	2	0	0	0	0	0	5	4	0	7	0	1	0	0	5	0	0	0	3	45	0	0	0	30	0	0	0	0	0	0	0	28	0	0	9	0	0	0	0	0	0	0	15	0	4	0	38	0	2	5	2	0	0	398	0	2	38	0	0	0	0	11	0	0	2	0	0	6	0	0	0	0	0	0	0	58	0	0	1	11	0	0	0	0	0	27	0	0	0	27	0	15	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	23	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MI_037_H	0	4	317	9	19	38	11	194	0	21	3661	154	114	81	1906	230	186	1159	1	8	102	1	36	27	19	8	12	231	9	10	1	3	4	44	14	0	3	0	0	3	61	9	40	0	0	3	111	0	1	21	0	319	0	0	56	10	9	2	8	0	51	16	9	312	0	39	0	2	0	1	0	0	2	0	7	10	1280	0	4	1	15	18	2	13	0	1	0	2	4	140	2	62	0	0	0	16	27	0	232	14	10	1	4	0	6	0	2	32	1	0	2	0	0	0	30	9	4	0	0	0	4	4	0	4	0	0	0	0	0	9	2	0	2	46	0	0	0	0	7	4	88	0	31	33	0	0	2	0	20	53	1	0	0	32	0	0	0	6	1	0	0	3	30	1	2	0	19	0	0	0	0	0	0	9	0	2	4	3	0	0	0	11	58	18	0	0	0	2	20	27	0	0	12	0	8	0	0	1	57	0	0	0	0	4	0	0	0	0	0	12	5	11	0	1	3	47	0	148	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	2	0	4	0	0	2	1	30	142	0	0	0	0	0	10	8	4	0	32	5	0	0	9	29	0	7	19	0	2	0	0	0	0	43	0	0	0	1	0	0	0	0	0	7	0	0	19	118	0	0	0	0	7	0	0	7	2	0	0	45	0	0	2	0	0	0	0	0	0	38	1	0	0	0	7	0	0	0	0	25	0	0	0	402	12	0	0	0	4	0	0	0	365	0	3	0	0	0	103	0	18	13	0	0	0	0	0	0	0	0	13	0	20	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	9	0	0	0	0	0	0
MI_038_H	49	276	471	28	102	2	525	124	4	111	3260	1336	3	14	1156	157	713	721	263	19	36	18	0	201	1	10	8	30	18	20	1	32	11	272	50	0	60	12	0	2	102	0	20	2	192	19	153	1	0	0	0	31	0	0	0	11	32	91	162	0	0	33	5	0	77	0	2	2	125	1	0	3	1	65	14	0	0	190	0	124	0	82	11	10	27	10	0	3	79	0	1	0	0	4	3	101	0	7	0	4	0	12	121	75	15	0	2	13	4	0	7	0	6	0	0	0	0	6	131	1	5	1	0	83	1	45	0	0	0	2	7	0	23	0	0	27	0	1	20	5	394	3	102	77	0	0	0	0	0	23	3	1	1	1	0	1	0	0	0	0	0	9	0	0	1	1	1	0	5	0	0	0	3	15	0	0	6	4	0	3	1	0	12	0	22	8	0	5	0	0	0	0	0	36	0	42	1	0	29	3	12	0	0	5	2	231	0	0	0	10	7	0	8	1	0	0	0	17	0	0	0	0	0	1	0	194	1	0	0	4	3	0	1	0	0	5	1	0	0	0	4	0	0	24	0	5	5	4	0	0	20	18	0	0	0	0	0	0	0	32	1	0	0	33	0	0	0	8	0	0	0	24	0	52	0	0	0	0	0	0	0	15	0	0	0	22	1	0	0	0	1	0	0	0	0	0	0	0	0	11	0	7	0	0	15	1	0	0	0	0	0	0	0	0	6	29	3	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	94	0	7	0	0	0	0	0	2	0	0	0	0	0	0	24	0	9	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	22	0	0	0	3	0	0	19	0	0	0	0	0	0	0	0
MI_039_H	3	62	1392	2353	24	175	59	507	41	258	5	46	145	34	15	105	47	1932	1	111	6	43	0	76	2	10	5	2	28	150	57	3	0	1325	26	42	53	4	0	15	9	0	3	12	45	38	152	0	0	0	0	0	0	182	7	5	64	30	1	2	0	4	8	0	35	0	27	0	0	2	134	7	21	251	8	1	0	0	0	0	1	165	0	4	0	1	137	1	0	0	1	0	0	1	0	11	0	16	0	1	0	220	1803	7	2	0	3	6	2	3	197	0	14	0	5	0	0	0	221	0	65	0	0	0	0	25	132	0	0	0	54	0	0	0	0	30	0	0	0	3	0	0	4	0	0	3	1	12	11	26	12	0	8	2	0	3	0	0	0	0	2	0	0	0	4	21	0	0	0	0	55	0	4	35	0	0	0	7	0	10	24	0	0	105	1	9	3	0	0	0	0	0	4	0	1	0	0	0	8	17	695	0	0	1	0	1	2	0	0	14	0	4	0	1	0	26	0	0	0	0	0	0	0	40	0	47	14	0	0	1	5	0	0	0	0	1	0	0	0	0	1	0	0	0	6	0	0	8	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	12	54	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	55	0	0	4	0	0	0	3	0	6	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	27	4	1	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
MI_040_H	59	1095	169	183	12	75	1358	385	57	4	341	155	0	75	845	42	99	431	115	2524	23	913	71	21	4	60	126	470	23	7	1	8	14	180	2	126	5	68	42	5	57	0	5	18	187	5	89	4	0	0	0	17	0	0	0	0	67	3	6	0	6	75	4	43	2	7	7	2	46	1	0	0	7	32	17	0	73	178	0	16	0	6	1	0	0	0	0	2	1	20	1	1	0	5	0	24	0	33	617	11	205	179	0	43	14	0	1	21	3	3	25	0	27	4	0	2	0	39	0	0	1	0	500	6	0	0	2	0	228	0	14	0	3	94	52	6	0	0	18	0	18	1	20	10	0	0	0	10	1	0	2	2	1	5	1	0	57	0	0	0	3	0	0	0	0	0	1	64	0	0	1	0	0	2	0	0	0	0	0	5	1	57	0	0	1	0	1	0	0	0	17	0	0	3	0	54	0	0	1	2	0	0	31	0	1	101	0	0	0	9	0	5	1	0	0	0	0	0	0	0	19	5	0	19	0	7	0	0	0	0	0	1	0	0	0	1	0	0	0	0	6	2	0	0	0	9	37	5	3	0	0	3	0	8	306	78	0	0	0	0	0	3	0	2	0	62	0	0	0	2	0	11	0	27	0	0	0	0	11	0	0	0	0	0	2	5	5	0	0	0	2	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	22	2	0	0	0	0	0	0	0	0	0	73	0	1	0	4	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	4	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
